coordinates;color;speed_limit;current_speed
[(9.0351701, 46.2226229), (9.0350797, 46.2229354), (9.0349918, 46.2232511), (9.034942, 46.2234323), (9.0348603, 46.2237388), (9.0347795, 46.2240517), (9.0347027, 46.2243674), (9.0346248, 46.2246893), (9.0345497, 46.2250173), (9.03448, 46.2253409), (9.0344128, 46.2256564), (9.0343792, 46.2258221), (9.0343181, 46.2261276), (9.0342818, 46.2263121), (9.0342255, 46.2266287), (9.0341974, 46.226799), (9.0339914, 46.2279901), (9.0339123, 46.2283979), (9.0338364, 46.2287487), (9.033757, 46.2290619), (9.0336531, 46.2294364), (9.0335681, 46.2297015), (9.0334186, 46.2301258), (9.0333532, 46.2303004), (9.0332825, 46.230475), (9.0332046, 46.2306618), (9.0331222, 46.2308382), (9.0329645, 46.2311742), (9.0328309, 46.2314344), (9.0327511, 46.2315827), (9.0326892, 46.2316978), (9.032509, 46.2320109), (9.0323439, 46.2322811), (9.0321762, 46.2325396), (9.0320461, 46.2327311), (9.0319125, 46.2329177), (9.0317086, 46.2331962), (9.0315467, 46.2334102), (9.0313899, 46.2336047), (9.0312421, 46.2337831), (9.0310697, 46.2339834), (9.0309008, 46.2341725)];red;120;35
[(9.0358865, 46.2204602), (9.0357357, 46.2208699), (9.0356274, 46.2211773), (9.0355582, 46.2213816), (9.0355148, 46.2215156)];red;120;35
[(9.0345503, 46.2243594), (9.0346141, 46.2240964), (9.0346938, 46.2237874), (9.0347746, 46.2234789), (9.0348598, 46.2231697), (9.0349458, 46.2228608), (9.0349918, 46.2227075), (9.0350362, 46.2225508), (9.0351292, 46.2222441), (9.0352247, 46.2219366), (9.0353197, 46.221638), (9.0354729, 46.2211759), (9.0355786, 46.2208697), (9.0357935, 46.2202632), (9.0359017, 46.2199688), (9.0360245, 46.2196376), (9.03613, 46.2193494), (9.0362419, 46.2190452), (9.036348, 46.2187483), (9.0364036, 46.2185894), (9.0364488, 46.2184578), (9.0364986, 46.2183072), (9.0365619, 46.2181153), (9.0365994, 46.2179906), (9.0366428, 46.2178374), (9.0366951, 46.2176541)];red;120;35
[(9.0329821, 46.2106168), (9.0326931, 46.2104886), (9.0324047, 46.2103701), (9.0320965, 46.2102533)];green;120;98
[(9.0442407, 46.2188141), (9.0443662, 46.2190339), (9.0444199, 46.2191403)];orange;50;35
[(9.0473217, 46.2223026), (9.0473384, 46.2222457), (9.0473695, 46.2220765)];green;50;52
[(9.0473695, 46.2220765), (9.0474283, 46.2222393), (9.047442, 46.2222668), (9.0474645, 46.2223068)];green;50;52
[(9.039392, 46.2115662), (9.0393623, 46.2114697)];orange;50;35
[(9.0457847, 46.2215415), (9.0451911, 46.2215037), (9.0445732, 46.2214607)];red;120;52
[(9.0405305, 46.2208026), (9.0403582, 46.2207466), (9.0401144, 46.220657), (9.0399068, 46.2205752), (9.0397098, 46.2204915), (9.0395474, 46.2204182), (9.0393182, 46.2203036)];orange;50;35
[(9.0421094, 46.2211969), (9.0416006, 46.2210939), (9.0411406, 46.2209912), (9.0405305, 46.2208026)];orange;50;35
[(9.0480626, 46.2216832), (9.0485724, 46.2217532), (9.0487454, 46.2217796), (9.0490264, 46.221824)];orange;100;52
[(9.0473395, 46.2225051), (9.0473067, 46.2224949), (9.0472781, 46.2224798), (9.0472553, 46.2224606), (9.0472393, 46.2224383), (9.0472302, 46.2224067), (9.0472349, 46.2223747), (9.0472529, 46.222345), (9.0472827, 46.2223202), (9.0473217, 46.2223026), (9.0473692, 46.2222935), (9.0474183, 46.2222949), (9.0474645, 46.2223068), (9.0475061, 46.2223305), (9.0475338, 46.2223624), (9.0475442, 46.2223989), (9.0475365, 46.2224352), (9.0475119, 46.2224676), (9.0474731, 46.2224925), (9.047442, 46.2225033), (9.0474083, 46.2225092), (9.0473736, 46.2225098), (9.0473395, 46.2225051)];green;50;52
[(9.0419258, 46.2264297), (9.042106, 46.2260579)];green;50;52
[(9.0438572, 46.2228204), (9.0436181, 46.2232762), (9.0433071, 46.2238359), (9.0431388, 46.2241353), (9.0431077, 46.2241906), (9.0430684, 46.2242882), (9.0430653, 46.2242959), (9.0430512, 46.2243305)];orange;80;52
[(9.0440625, 46.2221635), (9.0441842, 46.2218809)];red;80;35
[(9.0446067, 46.2203242), (9.0446091, 46.2204311), (9.0446101, 46.2205292), (9.0446061, 46.2206283), (9.0445967, 46.2207702)];red;80;35
[(9.0429566, 46.2245336), (9.042925, 46.2245767), (9.0428767, 46.22466), (9.042862, 46.224685), (9.0428447, 46.2247157)];green;50;52
[(9.0396198, 46.2156011), (9.0395417, 46.2155426), (9.0394884, 46.2154712), (9.0394296, 46.2153903), (9.0393998, 46.2153518)];orange;50;35
[(9.039748, 46.2157996), (9.0397102, 46.2157481), (9.0396587, 46.2156759), (9.0396411, 46.215642), (9.0396198, 46.2156011)];orange;50;35
[(9.0444896, 46.2203398), (9.0444885, 46.220236), (9.0444857, 46.2201444), (9.0444771, 46.2200544), (9.0444545, 46.2199304), (9.0444121, 46.2197485), (9.0443494, 46.2195346)];red;80;35
[(9.0435942, 46.2183154), (9.0434932, 46.2182023), (9.0434237, 46.2181279), (9.0433422, 46.2180459), (9.0432623, 46.2179719), (9.0431814, 46.2179018), (9.0430907, 46.2178286), (9.0430157, 46.2177725)];red;80;35
[(9.0423244, 46.2171332), (9.0423366, 46.2171628), (9.042352, 46.2171907), (9.0423722, 46.2172195), (9.0424022, 46.21725), (9.0424548, 46.2172935), (9.0425734, 46.217382), (9.0428106, 46.2175512), (9.0431791, 46.2178198), (9.0433071, 46.2179274), (9.0434081, 46.2180176), (9.0435057, 46.2181141)];red;80;35
[(9.0430157, 46.2177725), (9.0428367, 46.2176358), (9.0426189, 46.2174791), (9.0425071, 46.2174017), (9.0424105, 46.2173389), (9.0423683, 46.2173076)];red;80;35
[(9.0423565, 46.216993), (9.0424077, 46.2170394), (9.0424764, 46.2170954), (9.0425023, 46.2171231), (9.0425457, 46.2171777)];orange;50;35
[(9.0425457, 46.2171777), (9.0424698, 46.217138), (9.0424421, 46.2171276), (9.0424168, 46.2171198), (9.0423841, 46.2171161), (9.0423424, 46.2171161)];orange;50;35
[(9.0414614, 46.2168478), (9.0415755, 46.2168681), (9.041649, 46.2168864), (9.0417275, 46.2169047), (9.0418551, 46.216929), (9.041883, 46.2169344), (9.0419104, 46.216939), (9.0419425, 46.2169422), (9.0419775, 46.2169442), (9.0420368, 46.216946)];orange;50;35
[(9.0414614, 46.2168478), (9.0413067, 46.2167757)];orange;50;35
[(9.0445967, 46.2207702), (9.0445839, 46.220881)];red;80;35
[(9.0444578, 46.220752), (9.044465, 46.2206823), (9.0444843, 46.2204606), (9.0444896, 46.2203398)];red;80;35
[(9.0429031, 46.2243102), (9.0429923, 46.2241957), (9.0430583, 46.224079), (9.04346, 46.2233684)];orange;80;52
[(9.0436431, 46.2230076), (9.0437788, 46.2227331), (9.0438939, 46.2225052), (9.043959, 46.2223714)];orange;80;52
[(9.0441277, 46.2214422), (9.0435851, 46.22139)];red;120;35
[(9.0444722, 46.2214687), (9.0443618, 46.2214602), (9.0441277, 46.2214422)];red;120;35
[(9.0475641, 46.221693), (9.047487, 46.2216852), (9.0473126, 46.2216675), (9.04717, 46.221653)];orange;100;52
[(9.0358284, 46.212494), (9.0359208, 46.2126055), (9.0360637, 46.2127861), (9.0361752, 46.2129335), (9.036278, 46.2130814), (9.0363716, 46.2132276), (9.0364341, 46.2133246), (9.0365464, 46.2135209), (9.0366319, 46.213684), (9.0367041, 46.2138371), (9.0367796, 46.2140014), (9.0368512, 46.2141771), (9.0369035, 46.2143256)];red;120;35
[(9.037125, 46.2153374), (9.037106, 46.21546)];red;120;35
[(9.0345469, 46.2166501), (9.0345126, 46.2166312), (9.0345064, 46.2166253), (9.0344841, 46.2166043), (9.0344756, 46.2165882)];orange;50;35
[(9.0349089, 46.2167277), (9.0348084, 46.2167013)];orange;50;35
[(9.0444483, 46.2209497), (9.0444578, 46.220752)];red;80;35
[(9.043959, 46.2223714), (9.0440625, 46.2221635)];red;80;35
[(9.0393298, 46.2113678), (9.0391045, 46.2106478), (9.038918, 46.2100605), (9.0387249, 46.2094539), (9.0386376, 46.20918), (9.0386005, 46.2090704), (9.0385898, 46.2090328), (9.0385382, 46.2088551), (9.0384775, 46.2086462), (9.0383732, 46.2083121), (9.0382731, 46.2079915), (9.0382521, 46.2079227), (9.038125, 46.2075154), (9.038047, 46.2072608), (9.037985, 46.2070799)];orange;50;35
[(9.0393623, 46.2114697), (9.0393298, 46.2113678)];orange;50;35
[(9.0396804, 46.2126427), (9.0396709, 46.2125874), (9.0396609, 46.2125169), (9.0396543, 46.2124639), (9.039639, 46.2123902), (9.0396141, 46.2123046), (9.0395746, 46.2121751), (9.0394404, 46.2117219)];orange;50;35
[(9.0394117, 46.2146727), (9.0394302, 46.2147632), (9.0394393, 46.2148374), (9.0394489, 46.2149446), (9.0394613, 46.2150166), (9.0394872, 46.2151137), (9.0395, 46.2151556)];orange;50;35
[(9.0409851, 46.2166359), (9.0408189, 46.216561), (9.0407488, 46.2165318)];orange;50;35
[(9.0370776, 46.2150028), (9.0371075, 46.2151927), (9.037125, 46.2153374)];red;120;35
[(9.043645, 46.2213263), (9.0441498, 46.2213742)];red;100;35
[(9.0445573, 46.2199317), (9.0445807, 46.220065), (9.0445905, 46.2201304), (9.0445986, 46.2202148), (9.0446067, 46.2203242)];red;80;35
[(9.0423683, 46.2173076), (9.0423277, 46.2172716), (9.0422936, 46.2172374), (9.0422652, 46.2172131), (9.0422444, 46.2172), (9.0422256, 46.2171935), (9.0422046, 46.2171883), (9.0421822, 46.2171813)];orange;50;35
[(9.0394404, 46.2117219), (9.039392, 46.2115662)];orange;50;35
[(9.0396158, 46.2133008), (9.0396577, 46.2130344), (9.0396877, 46.2128425), (9.0396931, 46.2127624), (9.0396932, 46.212727), (9.0396905, 46.2126932), (9.0396804, 46.2126427)];orange;50;35
[(9.0394117, 46.2146727), (9.039417, 46.2146079), (9.0394285, 46.2145073), (9.0394778, 46.2141964), (9.0395019, 46.2140259)];orange;50;35
[(9.0353415, 46.2220659), (9.0353066, 46.2221802), (9.0351701, 46.2226229)];red;120;35
[(9.0355148, 46.2215156), (9.0354392, 46.2217493), (9.0354231, 46.2217991), (9.0353415, 46.2220659)];red;120;35
[(9.0320965, 46.2102533), (9.0320715, 46.2102447), (9.0317234, 46.210125)];green;120;98
[(9.0445732, 46.2214607), (9.0444722, 46.2214687)];red;120;35
[(9.0435851, 46.22139), (9.0435013, 46.2213822)];red;120;35
[(9.0483471, 46.2218136), (9.0479162, 46.2217572)];orange;100;52
[(9.0416608, 46.2270946), (9.0416171, 46.227222), (9.0415763, 46.2273885), (9.0414121, 46.2281252), (9.0412651, 46.2289001), (9.0412322, 46.2290821)];orange;80;52
[(9.042106, 46.2260579), (9.0421998, 46.2258733), (9.0422473, 46.2257955)];green;50;52
[(9.0422473, 46.2257955), (9.0422484, 46.2257244), (9.0422905, 46.2256366), (9.0423699, 46.2254819), (9.0424117, 46.2253994), (9.0424543, 46.2253165), (9.0425, 46.2252294), (9.0425395, 46.2251502), (9.0426006, 46.2250265), (9.0426759, 46.2248781), (9.0426774, 46.2248752), (9.042764, 46.2246999)];green;50;52
[(9.0435831, 46.2231259), (9.0436431, 46.2230076)];orange;80;52
[(9.0440935, 46.2223204), (9.0438572, 46.2228204)];red;80;35
[(9.0407488, 46.2165318), (9.0404041, 46.2163544), (9.0403203, 46.216305)];orange;50;35
[(9.0395338, 46.2153043), (9.0395795, 46.2154313), (9.0396152, 46.2155289), (9.0396198, 46.2156011)];orange;50;35
[(9.0393189, 46.2151497), (9.0393405, 46.2151027), (9.0393537, 46.2150743), (9.0393587, 46.2150396), (9.039358, 46.2150201), (9.0393568, 46.2149833), (9.0393579, 46.2148682), (9.0393665, 46.2147775), (9.0393979, 46.2146977), (9.0394117, 46.2146727)];orange;50;35
[(9.0390998, 46.2152993), (9.0389508, 46.2152954), (9.0388382, 46.2152771)];red;80;35
[(9.0392826, 46.2153131), (9.0390998, 46.2152993)];red;80;35
[(9.0390963, 46.2152366), (9.0391961, 46.2152141), (9.0392568, 46.2152009)];red;80;35
[(9.047788, 46.2225819), (9.0476588, 46.222547), (9.0475339, 46.2225084), (9.0475254, 46.2225061), (9.0474731, 46.2224925)];green;50;52
[(9.0475442, 46.2223989), (9.0475828, 46.2224313), (9.0476999, 46.2225071), (9.047788, 46.2225819)];green;50;52
[(9.0323172, 46.2209402), (9.0323173, 46.2209069), (9.0323297, 46.2208122), (9.0323352, 46.2207813), (9.0323406, 46.2207435)];orange;50;35
[(9.0324572, 46.2207721), (9.0323344, 46.2209227), (9.0323172, 46.2209402)];orange;50;35
[(9.0324984, 46.2204657), (9.0325085, 46.2204982), (9.0325098, 46.220519), (9.0325065, 46.22055), (9.0325055, 46.2206008), (9.0325059, 46.2206075), (9.0325103, 46.2206661)];orange;50;35
[(9.0323768, 46.2206437), (9.0324082, 46.2205926), (9.0324346, 46.2205442), (9.032455, 46.2205131), (9.03247, 46.220491), (9.0324984, 46.2204657)];orange;50;35
[(9.0345023, 46.2164296), (9.0345334, 46.2163932), (9.0345768, 46.2163571), (9.0347414, 46.2162686)];orange;50;35
[(9.0348084, 46.2167013), (9.0345958, 46.2166639), (9.0345469, 46.2166501)];orange;50;35
[(9.0344756, 46.2165882), (9.0344687, 46.2165751), (9.0344651, 46.2165415), (9.0344704, 46.2165103), (9.0344811, 46.2164757), (9.0345023, 46.2164296)];orange;50;35
[(9.042764, 46.2246999), (9.0427806, 46.2246634), (9.0428073, 46.2246), (9.0428161, 46.2245566), (9.0428259, 46.2244958)];green;50;52
[(9.064588, 46.2308548), (9.0646643, 46.2308496), (9.06488, 46.2308273), (9.0650195, 46.2308073), (9.0651072, 46.2307901), (9.0651656, 46.2307751), (9.0652463, 46.2307507), (9.0654656, 46.2306714)];green;50;100
[(9.0707121, 46.2294277), (9.0709266, 46.2294625)];green;60;100
[(9.0710905, 46.2279499), (9.0714999, 46.2280204)];green;100;100
[(9.071082, 46.2280299), (9.0705387, 46.2279518), (9.069871, 46.2278781), (9.0692389, 46.2278137), (9.0687383, 46.2277652), (9.0682507, 46.227699), (9.0677254, 46.2276184), (9.0670977, 46.2274985), (9.0664775, 46.2273494), (9.0656317, 46.2271139), (9.0646836, 46.2268), (9.0637404, 46.2264881), (9.0625674, 46.2261042), (9.0615384, 46.2257653), (9.0602311, 46.2253286), (9.0582369, 46.2246508), (9.0560898, 46.2239461), (9.053952, 46.2232342), (9.0525544, 46.2227883)];green;100;100
[(9.0714856, 46.228103), (9.071082, 46.2280299)];green;100;100
[(9.0714999, 46.2280204), (9.0722103, 46.2281772), (9.0727583, 46.2283239), (9.0733225, 46.2284985), (9.0738873, 46.2287111), (9.0744229, 46.2289369), (9.0772125, 46.2301783), (9.0778023, 46.230448), (9.0784577, 46.230744), (9.0788766, 46.2309167), (9.0793037, 46.2310643), (9.0797625, 46.2312027), (9.0801733, 46.2313134), (9.080601, 46.2314097), (9.081041, 46.2314965), (9.081426, 46.2315557), (9.0818962, 46.2316085), (9.0823795, 46.2316445), (9.0828577, 46.2316589), (9.0833866, 46.2316565), (9.084054, 46.2316218), (9.0843683, 46.2315946), (9.0847814, 46.2315482), (9.0854442, 46.2314677), (9.0862368, 46.231372), (9.0871444, 46.2312606), (9.0881706, 46.2311352), (9.0888093, 46.231058), (9.0895373, 46.2309728), (9.0901729, 46.2309242), (9.0908292, 46.2309001), (9.0911659, 46.2308863)];green;100;100
[(9.0533019, 46.2253045), (9.0543018, 46.2258031), (9.0567235, 46.2270029), (9.0593664, 46.2283067)];orange;80;52
[(9.0593664, 46.2283067), (9.0595889, 46.2284162), (9.0600589, 46.2286477), (9.0610995, 46.2291661), (9.0616864, 46.2294558), (9.0627899, 46.2300038), (9.0633313, 46.2302673), (9.063809, 46.2305013), (9.0643092, 46.2307778), (9.064367, 46.230806), (9.0644453, 46.2308364), (9.0645029, 46.2308491), (9.0645442, 46.2308529), (9.064588, 46.2308548)];green;50;100
[(9.0709266, 46.2294625), (9.0710222, 46.2294841), (9.0711512, 46.2295162), (9.0712613, 46.2295511), (9.0713907, 46.2295959), (9.071601, 46.2296861), (9.0722986, 46.2300186), (9.0726768, 46.2301983), (9.0727862, 46.230249), (9.0730387, 46.230366), (9.0731149, 46.2304053), (9.0741897, 46.2309202)];green;60;100
[(9.0490818, 46.221834), (9.0492635, 46.2218666), (9.0494876, 46.2219084), (9.0499345, 46.2219981), (9.0503783, 46.2220953), (9.0508133, 46.2221988), (9.0512466, 46.2223099), (9.0516725, 46.2224283), (9.0520953, 46.2225527), (9.0525852, 46.2227065), (9.0539932, 46.2231536), (9.0561408, 46.2238607), (9.0582745, 46.2245735), (9.0602794, 46.2252432), (9.0612366, 46.2255654), (9.0626103, 46.2260244), (9.0637872, 46.226404), (9.0647426, 46.2267277), (9.0656641, 46.2270293), (9.066517, 46.2272689), (9.0671384, 46.2274141), (9.0677648, 46.2275353), (9.0682907, 46.2276183), (9.06874, 46.2276794), (9.0692371, 46.2277282), (9.0698978, 46.2277983), (9.0705542, 46.2278719), (9.0710905, 46.2279499)];orange;100;52
[(9.0654656, 46.2306714), (9.0655635, 46.2306395), (9.0656368, 46.2306197), (9.0657414, 46.2305937), (9.0658499, 46.230574), (9.0660375, 46.2305515)];green;50;100
[(9.0672816, 46.2301216), (9.0678357, 46.229899), (9.0679456, 46.229849), (9.0685311, 46.2295933), (9.0689046, 46.2294351), (9.0690908, 46.2293578), (9.0692107, 46.229315), (9.069308, 46.2292919), (9.0694045, 46.2292751), (9.069483, 46.2292685), (9.0695479, 46.2292687), (9.0696261, 46.2292745), (9.0697829, 46.2292914), (9.0703382, 46.2293747), (9.0707121, 46.2294277)];green;50;100
[(9.0660375, 46.2305515), (9.066102, 46.2305362), (9.0661792, 46.2305128), (9.0668067, 46.2303032), (9.0671374, 46.2301795), (9.0672816, 46.2301216)];green;50;100
[(9.091169, 46.2309712), (9.0908316, 46.2309804), (9.0902015, 46.2310061), (9.0895701, 46.2310524), (9.0888348, 46.2311367), (9.0882109, 46.2312147), (9.0871635, 46.2313453), (9.0862514, 46.2314554), (9.0854627, 46.2315519), (9.0848058, 46.2316364), (9.0843818, 46.2316763), (9.0840416, 46.2317066), (9.083371, 46.23174), (9.0828566, 46.231746), (9.0823806, 46.2317316), (9.0819013, 46.2316982), (9.0814221, 46.2316408), (9.0810149, 46.2315806), (9.080559, 46.2314953), (9.0801436, 46.2314005), (9.0797257, 46.2312852), (9.0792619, 46.2311485), (9.0788393, 46.2309985), (9.0784, 46.2308236), (9.077757, 46.2305249), (9.0771325, 46.2302504), (9.0743774, 46.2290126), (9.0738428, 46.2287887), (9.0732605, 46.2285746), (9.0727045, 46.2283976), (9.0721805, 46.2282595), (9.0714856, 46.228103)];green;100;100
[(9.0707121, 46.2294277), (9.0709266, 46.2294625)];green;60;100
[(9.0710905, 46.2279499), (9.0714999, 46.2280204)];green;100;100
[(9.071082, 46.2280299), (9.0705387, 46.2279518), (9.069871, 46.2278781), (9.0692389, 46.2278137), (9.0687383, 46.2277652), (9.0682507, 46.227699), (9.0677254, 46.2276184), (9.0670977, 46.2274985), (9.0664775, 46.2273494), (9.0656317, 46.2271139), (9.0646836, 46.2268), (9.0637404, 46.2264881), (9.0625674, 46.2261042), (9.0615384, 46.2257653), (9.0602311, 46.2253286), (9.0582369, 46.2246508), (9.0560898, 46.2239461), (9.053952, 46.2232342), (9.0525544, 46.2227883)];green;100;100
[(9.0714856, 46.228103), (9.071082, 46.2280299)];green;100;100
[(9.0714999, 46.2280204), (9.0722103, 46.2281772), (9.0727583, 46.2283239), (9.0733225, 46.2284985), (9.0738873, 46.2287111), (9.0744229, 46.2289369), (9.0772125, 46.2301783), (9.0778023, 46.230448), (9.0784577, 46.230744), (9.0788766, 46.2309167), (9.0793037, 46.2310643), (9.0797625, 46.2312027), (9.0801733, 46.2313134), (9.080601, 46.2314097), (9.081041, 46.2314965), (9.081426, 46.2315557), (9.0818962, 46.2316085), (9.0823795, 46.2316445), (9.0828577, 46.2316589), (9.0833866, 46.2316565), (9.084054, 46.2316218), (9.0843683, 46.2315946), (9.0847814, 46.2315482), (9.0854442, 46.2314677), (9.0862368, 46.231372), (9.0871444, 46.2312606), (9.0881706, 46.2311352), (9.0888093, 46.231058), (9.0895373, 46.2309728), (9.0901729, 46.2309242), (9.0908292, 46.2309001), (9.0911659, 46.2308863)];green;100;100
[(9.0741897, 46.2309202), (9.0748634, 46.231231), (9.075002, 46.2313042), (9.0750915, 46.2313572), (9.0751687, 46.2314113), (9.0752417, 46.2314679), (9.0753005, 46.2315263), (9.0753456, 46.2315794), (9.0754504, 46.2317317), (9.0755805, 46.2319386), (9.0757835, 46.2322663), (9.075887, 46.232428), (9.0759678, 46.2325451), (9.0760043, 46.2325912), (9.0760446, 46.2326359), (9.0760894, 46.2326782), (9.0761316, 46.2327133), (9.0761904, 46.2327545), (9.0762834, 46.2328097), (9.076395, 46.2328646), (9.0765012, 46.232912), (9.0765881, 46.2329412), (9.0766614, 46.2329636), (9.0767445, 46.2329848), (9.0768349, 46.2330022), (9.0769195, 46.2330146), (9.0770217, 46.2330239), (9.077131, 46.2330305), (9.0774096, 46.2330405), (9.0776168, 46.2330504), (9.0777564, 46.2330604), (9.0781359, 46.2330924), (9.0785221, 46.2331288), (9.0795827, 46.2332282)];green;80;100
[(9.0709266, 46.2294625), (9.0710222, 46.2294841), (9.0711512, 46.2295162), (9.0712613, 46.2295511), (9.0713907, 46.2295959), (9.071601, 46.2296861), (9.0722986, 46.2300186), (9.0726768, 46.2301983), (9.0727862, 46.230249), (9.0730387, 46.230366), (9.0731149, 46.2304053), (9.0741897, 46.2309202)];green;60;100
[(9.0490818, 46.221834), (9.0492635, 46.2218666), (9.0494876, 46.2219084), (9.0499345, 46.2219981), (9.0503783, 46.2220953), (9.0508133, 46.2221988), (9.0512466, 46.2223099), (9.0516725, 46.2224283), (9.0520953, 46.2225527), (9.0525852, 46.2227065), (9.0539932, 46.2231536), (9.0561408, 46.2238607), (9.0582745, 46.2245735), (9.0602794, 46.2252432), (9.0612366, 46.2255654), (9.0626103, 46.2260244), (9.0637872, 46.226404), (9.0647426, 46.2267277), (9.0656641, 46.2270293), (9.066517, 46.2272689), (9.0671384, 46.2274141), (9.0677648, 46.2275353), (9.0682907, 46.2276183), (9.06874, 46.2276794), (9.0692371, 46.2277282), (9.0698978, 46.2277983), (9.0705542, 46.2278719), (9.0710905, 46.2279499)];orange;100;52
[(9.0672816, 46.2301216), (9.0678357, 46.229899), (9.0679456, 46.229849), (9.0685311, 46.2295933), (9.0689046, 46.2294351), (9.0690908, 46.2293578), (9.0692107, 46.229315), (9.069308, 46.2292919), (9.0694045, 46.2292751), (9.069483, 46.2292685), (9.0695479, 46.2292687), (9.0696261, 46.2292745), (9.0697829, 46.2292914), (9.0703382, 46.2293747), (9.0707121, 46.2294277)];green;50;100
[(9.0795827, 46.2332282), (9.0800385, 46.2332663), (9.0806636, 46.2333075), (9.08096, 46.2333353), (9.0811726, 46.2333662), (9.081375, 46.2334091), (9.0815796, 46.2334652), (9.0817591, 46.2335215), (9.0826759, 46.2338472), (9.0836412, 46.2342033), (9.0853798, 46.2348446), (9.087547, 46.235644), (9.0880518, 46.2358296), (9.0881623, 46.2358703), (9.0890602, 46.2361996), (9.089508, 46.236364), (9.0911763, 46.2369896), (9.0917343, 46.2371912), (9.0930783, 46.2376838)];green;80;100
[(9.091169, 46.2309712), (9.0908316, 46.2309804), (9.0902015, 46.2310061), (9.0895701, 46.2310524), (9.0888348, 46.2311367), (9.0882109, 46.2312147), (9.0871635, 46.2313453), (9.0862514, 46.2314554), (9.0854627, 46.2315519), (9.0848058, 46.2316364), (9.0843818, 46.2316763), (9.0840416, 46.2317066), (9.083371, 46.23174), (9.0828566, 46.231746), (9.0823806, 46.2317316), (9.0819013, 46.2316982), (9.0814221, 46.2316408), (9.0810149, 46.2315806), (9.080559, 46.2314953), (9.0801436, 46.2314005), (9.0797257, 46.2312852), (9.0792619, 46.2311485), (9.0788393, 46.2309985), (9.0784, 46.2308236), (9.077757, 46.2305249), (9.0771325, 46.2302504), (9.0743774, 46.2290126), (9.0738428, 46.2287887), (9.0732605, 46.2285746), (9.0727045, 46.2283976), (9.0721805, 46.2282595), (9.0714856, 46.228103)];green;100;100
[(9.0993799, 46.2313214), (9.0992604, 46.231912)];green;50;100
[(9.1009012, 46.2323509), (9.100933, 46.232368), (9.100977, 46.2323799), (9.101065, 46.232394)];green;50;100
[(9.0714999, 46.2280204), (9.0722103, 46.2281772), (9.0727583, 46.2283239), (9.0733225, 46.2284985), (9.0738873, 46.2287111), (9.0744229, 46.2289369), (9.0772125, 46.2301783), (9.0778023, 46.230448), (9.0784577, 46.230744), (9.0788766, 46.2309167), (9.0793037, 46.2310643), (9.0797625, 46.2312027), (9.0801733, 46.2313134), (9.080601, 46.2314097), (9.081041, 46.2314965), (9.081426, 46.2315557), (9.0818962, 46.2316085), (9.0823795, 46.2316445), (9.0828577, 46.2316589), (9.0833866, 46.2316565), (9.084054, 46.2316218), (9.0843683, 46.2315946), (9.0847814, 46.2315482), (9.0854442, 46.2314677), (9.0862368, 46.231372), (9.0871444, 46.2312606), (9.0881706, 46.2311352), (9.0888093, 46.231058), (9.0895373, 46.2309728), (9.0901729, 46.2309242), (9.0908292, 46.2309001), (9.0911659, 46.2308863)];green;100;100
[(9.1028046, 46.2380201), (9.1029965, 46.2380213), (9.1031001, 46.2380247), (9.103204, 46.2380307), (9.1033177, 46.2380522), (9.1034561, 46.23809), (9.1035828, 46.2381343), (9.10374, 46.2381971), (9.1038649, 46.2382483), (9.1040425, 46.2383204), (9.1041723, 46.2383773), (9.1043362, 46.2384514), (9.104504, 46.2385561), (9.1046339, 46.2386528), (9.1047589, 46.2387244), (9.1048533, 46.2387606), (9.1049842, 46.2387924), (9.1051534, 46.2388274), (9.1052154, 46.2388399), (9.1053045, 46.2388579), (9.1055847, 46.2388786), (9.1057232, 46.2388789), (9.1059639, 46.2388644), (9.1061874, 46.2388338), (9.1063653, 46.2387926), (9.106697, 46.2387253), (9.1068056, 46.2387033), (9.1071369, 46.2386323), (9.107421, 46.2385501), (9.1076029, 46.2384773), (9.1076821, 46.2384389), (9.1077657, 46.2383984), (9.1079099, 46.2383389), (9.1081126, 46.2382845), (9.1081625, 46.2382735), (9.1086008, 46.238163), (9.1087157, 46.238129), (9.108793, 46.2380971), (9.1088486, 46.2380763), (9.1089033, 46.2380614), (9.1089563, 46.2380514), (9.1090039, 46.2380456), (9.1090481, 46.2380415), (9.1091051, 46.2380353), (9.1091483, 46.238027), (9.1091888, 46.2380144), (9.10926, 46.2379853), (9.1093546, 46.2379451), (9.1097387, 46.2377832), (9.1099504, 46.2376961)];green;50;56
