coordinates;color;speed_limit;current_speed
[(8.7415015, 45.9948777), (8.741447, 45.9948347), (8.741392, 45.9948163), (8.7412951, 45.9947979)];green;50;44.0
[(8.7412951, 45.9947979), (8.7415241, 45.9947889), (8.7415723, 45.9947932)];green;50;34.0
[(8.7416917, 45.9951622), (8.7416568, 45.9950935), (8.7416298, 45.9950342), (8.7416064, 45.995002), (8.7415821, 45.9949731)];green;50;44.0
[(8.7439893, 45.9964925), (8.7439922, 45.9964498), (8.7439884, 45.9964251), (8.7439803, 45.9963983), (8.7439383, 45.9963178)];green;50;44.0
[(8.744084, 45.9964365), (8.7440813, 45.9964147), (8.7440799, 45.9963929), (8.7440806, 45.9963711), (8.7440827, 45.9963493), (8.7440886, 45.9963195), (8.744098, 45.9962896)];green;50;50.0
[(8.7473544, 45.9913416), (8.7473385, 45.9913273), (8.7473298, 45.9913103), (8.7473291, 45.9912923), (8.7473365, 45.991275), (8.7473508, 45.9912605), (8.7473708, 45.9912496), (8.7473945, 45.9912435), (8.7474198, 45.9912427), (8.7474468, 45.991248), (8.7474696, 45.9912593), (8.747493, 45.9912923), (8.7474923, 45.9913102)];green;50;50.0
[(8.7473746, 45.9913513), (8.7473544, 45.9913416)];green;50;52.0
[(8.7439383, 45.9963178), (8.7439896, 45.9963504), (8.7440115, 45.9963667), (8.7440319, 45.9963831), (8.7440595, 45.9964093), (8.744084, 45.9964365)];green;50;34.0
[(8.7552392, 45.9947325), (8.7552451, 45.9947101), (8.7552598, 45.9946928), (8.7552857, 45.9946781)];green;50;36.0
[(8.7554168, 45.9947305), (8.7554133, 45.9947439), (8.7554101, 45.9947558)];green;50;32.0
[(8.7552392, 45.9947325), (8.7551722, 45.9947427), (8.755102, 45.9947534), (8.755007, 45.9947784)];green;50;36.0
[(8.7549841, 45.9965141), (8.754983, 45.9964796), (8.7550059, 45.9964442), (8.7550728, 45.9963873), (8.7551636, 45.9963118), (8.7551985, 45.9962653), (8.7551965, 45.9962197)];green;50;32.0
[(8.7549841, 45.9965141), (8.7550048, 45.996556), (8.7550683, 45.9965815), (8.7551657, 45.9965825), (8.7553167, 45.9965335), (8.7554418, 45.9964745), (8.7555693, 45.9964089)];green;50;32.0
[(8.7555693, 45.9964089), (8.7556935, 45.9963236)];green;50;32.0
[(8.7556935, 45.9963236), (8.7558167, 45.9962313), (8.7558554, 45.9962023), (8.7559645, 45.9961374), (8.756052, 45.9961011), (8.7561366, 45.9960962), (8.7562128, 45.9961207), (8.7562496, 45.9961695), (8.7562379, 45.9962454), (8.7561959, 45.9963571), (8.7561655, 45.9964378)];green;50;38.0
[(8.7561655, 45.9964378), (8.7561153, 45.9965713), (8.7560675, 45.996705), (8.7560449, 45.9967835), (8.756059, 45.9968501), (8.756126, 45.9968902), (8.7562086, 45.996907), (8.7563116, 45.9968982), (8.7564302, 45.9968737), (8.756517, 45.9968679), (8.7565953, 45.9968795)];green;50;38.0
[(8.7553542, 45.9946734), (8.7553844, 45.9946846), (8.7554089, 45.9947068), (8.7554168, 45.9947305)];green;50;32.0
[(8.744098, 45.9962896), (8.7441282, 45.9963436), (8.7441447, 45.9963706), (8.7441626, 45.9963976), (8.7441835, 45.996427), (8.7442072, 45.9964564)];green;50;52.0
[(8.7441284, 45.9959394), (8.7441679, 45.9956277), (8.7442088, 45.9953009), (8.7442173, 45.9952021), (8.744218, 45.9951006), (8.7441943, 45.9949604)];green;50;52.0
[(8.7492484, 45.994629), (8.7501345, 45.9943472), (8.750333, 45.9943064), (8.7506792, 45.994251), (8.7508178, 45.9942286), (8.750916, 45.994228), (8.7512434, 45.994196), (8.7517403, 45.9942049), (8.7523557, 45.9942323), (8.7524026, 45.9942344), (8.7526324, 45.9942558), (8.7531227, 45.9942833), (8.7534828, 45.9943057), (8.7537825, 45.9943001), (8.7539836, 45.9942949), (8.7541212, 45.9942923)];green;50;27.0
[(8.7541212, 45.9942923), (8.7542803, 45.9942751), (8.7544825, 45.9942635), (8.7546257, 45.9942461), (8.7546888, 45.9942385)];green;50;27.0
[(8.755007, 45.9947784), (8.7548522, 45.9948175)];green;50;36.0
[(8.7552857, 45.9946781), (8.7553113, 45.9946717), (8.7553542, 45.9946734)];green;50;32.0
[(8.7546888, 45.9942385), (8.7547014, 45.9942093), (8.7547268, 45.9941844), (8.7547622, 45.9941663), (8.7548041, 45.9941571), (8.754848, 45.9941576), (8.7548894, 45.9941678)];green;50;38.0
[(8.7548894, 45.9941678), (8.7549247, 45.9941871), (8.754949, 45.9942134), (8.7549597, 45.9942437), (8.7549556, 45.9942748), (8.7549371, 45.9943033), (8.7549063, 45.994326)];green;50;38.0
[(8.7554706, 45.9937522), (8.7554655, 45.9937829), (8.7554461, 45.9938108), (8.7554145, 45.9938326), (8.7553744, 45.993846), (8.7553301, 45.9938494), (8.7552867, 45.9938426)];green;50;52.0
[(8.7422707, 45.999441), (8.7426702, 45.9995874), (8.7427713, 45.9996249), (8.7429608, 45.9997014), (8.7430003, 45.9997165), (8.7430362, 45.9997302)];green;50;36.0
[(8.7479544, 45.9980132), (8.7479323, 45.9980367), (8.7479201, 45.9980486), (8.7479046, 45.9980597), (8.7478873, 45.9980691), (8.747868, 45.9980786), (8.7478418, 45.9980889), (8.7478147, 45.9980984), (8.7477844, 45.9981099), (8.7477567, 45.9981235), (8.7477366, 45.9981383), (8.7477198, 45.998159)];green;50;36.0
[(8.7476709, 45.9980769), (8.7477037, 45.998079), (8.7477339, 45.9980794), (8.7477642, 45.998076), (8.7477973, 45.9980687), (8.7478326, 45.9980569), (8.7478697, 45.9980413), (8.747912, 45.9980262), (8.7479544, 45.9980132)];green;50;29.0
[(8.7473593, 45.9984139), (8.7473746, 45.9983887), (8.7473881, 45.9983659), (8.7474037, 45.9983454), (8.747421, 45.9983251), (8.7474406, 45.9983062), (8.7474539, 45.9982885), (8.7474654, 45.9982662), (8.7474753, 45.9982412), (8.747479, 45.9982259), (8.7474823, 45.9982102)];green;50;29.0
[(8.7476029, 45.9982427), (8.7475509, 45.9982645), (8.7475179, 45.9982852), (8.7474971, 45.9983052), (8.7474765, 45.9983353), (8.747449, 45.9983634), (8.7474186, 45.9983855), (8.7473884, 45.9984008), (8.7473593, 45.9984139)];green;50;36.0
[(8.746563, 45.997498), (8.746577, 45.9975519), (8.746638, 45.9976225), (8.7467109, 45.9976926), (8.7467585, 45.9977307), (8.7471477, 45.9979694), (8.7472128, 45.9980053), (8.747278, 45.9980391), (8.7473462, 45.9980669), (8.7473926, 45.9980784), (8.7474379, 45.998083), (8.7474715, 45.9980803), (8.7475062, 45.9980736)];green;30;15.0
[(8.7460911, 45.9973634), (8.7461166, 45.9973735), (8.7461406, 45.9973831), (8.7461625, 45.9973903), (8.7461888, 45.997396), (8.7462186, 45.9973998), (8.7462394, 45.9974009), (8.7462614, 45.9974), (8.7462864, 45.9973957), (8.7463103, 45.997391)];green;50;22.0
[(8.7462951, 45.9974864), (8.7462816, 45.9974757), (8.7462673, 45.9974654), (8.7462531, 45.9974564), (8.746238, 45.9974487), (8.7462209, 45.9974432), (8.7462034, 45.9974383), (8.7461763, 45.9974312), (8.7461496, 45.9974209), (8.7461253, 45.9974054), (8.7461056, 45.9973851), (8.7460911, 45.9973634)];green;50;25.0
[(8.7463396, 45.9973687), (8.7463788, 45.9973321), (8.7464048, 45.9972964), (8.7464308, 45.9972549), (8.7464535, 45.9972135)];green;50;36.0
[(8.7464535, 45.9972135), (8.7464592, 45.9972326), (8.7464636, 45.9972531), (8.7464648, 45.9972616), (8.7464646, 45.997271), (8.7464628, 45.9972821), (8.746461, 45.9972928), (8.7464583, 45.9973074), (8.746458, 45.9973228), (8.7464595, 45.9973357), (8.7464624, 45.9973478)];green;50;27.0
[(8.7438387, 45.996255), (8.7438861, 45.9962589), (8.7439237, 45.9962596), (8.7439613, 45.9962565), (8.7440005, 45.9962491), (8.744036, 45.9962393), (8.7440681, 45.9962272), (8.7440947, 45.996214)];green;50;11.0
[(8.7445188, 45.9967125), (8.7445047, 45.996715), (8.7444896, 45.9967162), (8.7444594, 45.9967158), (8.7444353, 45.9967137), (8.7444101, 45.9967089), (8.7443705, 45.9966969), (8.7443294, 45.9966869), (8.744295, 45.9966844), (8.7442531, 45.9966875)];green;50;25.0
[(8.7443215, 45.9965757), (8.7443442, 45.9966048), (8.7443617, 45.9966217), (8.7443806, 45.9966396), (8.7444034, 45.9966559), (8.744431, 45.9966713), (8.7444591, 45.9966839), (8.7444897, 45.9966973), (8.7445188, 45.9967125)];green;50;25.0
[(8.7445188, 45.9967125), (8.7446564, 45.9967077), (8.7447183, 45.9967038), (8.7447924, 45.9967016), (8.7448649, 45.9967031), (8.7449092, 45.9967096)];green;50;25.0
[(8.7449092, 45.9967096), (8.7449355, 45.9967067), (8.7449687, 45.9967076), (8.7450057, 45.9967146), (8.7450459, 45.9967291), (8.7450836, 45.996746), (8.7451152, 45.9967647), (8.7451412, 45.9967839)];green;50;22.0
[(8.7449092, 45.9967096), (8.7449329, 45.9967283), (8.744961, 45.9967478), (8.7449953, 45.9967686), (8.7450408, 45.9967953), (8.7450864, 45.9968194), (8.7451175, 45.9968345), (8.7451436, 45.9968462), (8.7451661, 45.9968533), (8.7451823, 45.9968571)];green;50;25.0
[(8.746934, 45.9978904), (8.7467221, 45.9977564), (8.7466725, 45.9977216), (8.7466366, 45.9976922), (8.7466053, 45.9976628), (8.7465683, 45.9976225), (8.7465398, 45.9975955), (8.7465046, 45.9975699), (8.74647, 45.9975483)];green;30;8.0
[(8.7451412, 45.9967839), (8.7451577, 45.9968042), (8.7451747, 45.9968313), (8.7451823, 45.9968571)];green;50;25.0
