coordinates;color;speed_limit;current_speed
[(8.9607291, 46.007762), (8.9607026, 46.0078438)];red;50;13
[(8.9606885, 46.0058312), (8.9607871, 46.0058408)];red;50;13
[(8.9662159, 46.0058908), (8.9666716, 46.0057757)];red;50;13
[(8.9467079, 46.0069993), (8.9467253, 46.0068957), (8.9467537, 46.0067806), (8.9467872, 46.0066672), (8.9468551, 46.0064506), (8.9469246, 46.0062385), (8.9469555, 46.0061741), (8.9469895, 46.0061198), (8.9470928, 46.0059925)];orange;50;37
[(8.9457322, 46.0069156), (8.9454262, 46.006853), (8.9453244, 46.0068205), (8.9452528, 46.0067821)];orange;50;37
[(8.9475848, 46.0037423), (8.947612, 46.0036514), (8.9476788, 46.0034448)];orange;50;37
[(8.9230729, 45.9620423), (8.9230169, 45.9620057)];green;50;100
[(8.9221213, 45.9578736), (8.92218, 45.9579769), (8.9224949, 45.9585124)];green;60;100
[(8.922045, 45.9577451), (8.9220869, 45.9578163)];green;60;100
[(8.9220869, 45.9578163), (8.9221213, 45.9578736)];green;60;100
[(8.9205907, 45.9563098), (8.9209508, 45.9564311), (8.9210615, 45.9564758), (8.9211569, 45.956528), (8.9212374, 45.9565859), (8.9213121, 45.9566544), (8.9214148, 45.956764), (8.9214948, 45.9568562), (8.9215748, 45.9569628), (8.9216367, 45.957055), (8.9216789, 45.9571232), (8.922045, 45.9577451)];green;60;100
[(8.9829873, 46.0066447), (8.9829137, 46.006654), (8.9827455, 46.0066803), (8.9825435, 46.0067186), (8.9824751, 46.0067347), (8.9824195, 46.0067533), (8.9823643, 46.0067737), (8.9823134, 46.0068017), (8.9820813, 46.0069508), (8.9819334, 46.0070679), (8.9818188, 46.0071776), (8.9817144, 46.007289), (8.981638, 46.0074057), (8.9815897, 46.0075366), (8.9815413, 46.0077453), (8.9815209, 46.0078514), (8.9814954, 46.0079398), (8.9814267, 46.008007), (8.9813121, 46.0080813), (8.9811008, 46.0082015), (8.9809684, 46.0082829), (8.9808742, 46.0083625), (8.9807876, 46.0084721)];green;50;45
[(8.9556515, 46.0066595), (8.9556305, 46.0062001), (8.9555798, 46.0056519), (8.9555744, 46.0055842)];red;50;13
[(8.9540022, 46.0069308), (8.9541614, 46.0073565)];red;50;13
[(8.9796931, 46.0034878), (8.9796036, 46.0034922), (8.9791772, 46.0034908), (8.9787339, 46.0034893), (8.9786144, 46.0034933), (8.9783506, 46.003503), (8.9781864, 46.0035125)];green;50;45
[(8.9722691, 46.0090494), (8.9722987, 46.0090018), (8.9723175, 46.0089621), (8.9723315, 46.0089245), (8.9723363, 46.0088779), (8.972331, 46.0088302), (8.9722836, 46.0085933), (8.9722783, 46.0085521), (8.9722827, 46.0085072)];green;50;42
[(8.9722827, 46.0085072), (8.9722948, 46.0084564), (8.9725607, 46.0075422), (8.9726277, 46.0073191), (8.9726457, 46.0072756), (8.9726711, 46.0072291), (8.9727116, 46.0071706)];green;50;42
[(8.9727116, 46.0071706), (8.9727396, 46.0071351), (8.9728206, 46.007033), (8.9728357, 46.007014), (8.972866, 46.0069756), (8.972902, 46.0069262), (8.9729447, 46.0068523), (8.9729711, 46.0067943), (8.9729778, 46.0067746)];green;50;42
[(8.9738861, 46.0054164), (8.9739737, 46.005397), (8.974059, 46.0053902)];green;50;42
[(8.9745237, 46.0053621), (8.9745815, 46.0053431), (8.9746333, 46.0053162), (8.9746734, 46.0052928), (8.9747156, 46.0052626), (8.9747552, 46.0052219), (8.974831, 46.0051243)];green;50;42
[(8.9759495, 46.0041346), (8.9760504, 46.0040617)];green;50;45
[(8.9545991, 46.0083798), (8.9546079, 46.008393), (8.9546138, 46.0084056), (8.9546599, 46.0085396), (8.9546644, 46.0085632), (8.9546679, 46.0086177)];red;50;13
[(8.9477056, 45.955316), (8.9476422, 45.9552334)];green;50;58
[(8.9648327, 45.9522808), (8.9648834, 45.9523821)];green;50;58
[(8.9287173, 45.977026), (8.9286746, 45.9775628)];green;50;100
[(8.959685, 46.0107264), (8.9597525, 46.0110774), (8.9597821, 46.0112353)];red;50;13
[(8.9544514, 46.0108315), (8.9537548, 46.0098147)];red;50;13
[(8.9537548, 46.0098147), (8.9536288, 46.0096227)];red;50;13
[(8.9536288, 46.0096227), (8.9535969, 46.0095722), (8.9533779, 46.0092474), (8.9531151, 46.008817), (8.95304, 46.0086941)];red;50;13
[(8.95304, 46.0086941), (8.9526552, 46.0080374), (8.9526302, 46.0079949), (8.9525747, 46.0079045)];red;50;13
[(8.9463154, 45.9935147), (8.9461904, 45.9938669), (8.9460951, 45.9941578)];orange;50;28
[(8.9460951, 45.9941578), (8.9460652, 45.9943737), (8.9460617, 45.9945791), (8.9460899, 45.9947272), (8.9461529, 45.9949005), (8.9462756, 45.9951586), (8.9463926, 45.9954027), (8.9468891, 45.996339), (8.9469562, 45.9964493)];orange;50;28
[(8.9474279, 45.997426), (8.9475246, 45.9976832), (8.9476279, 45.9978385), (8.9479645, 45.998186)];orange;50;28
[(8.9469562, 45.9964493), (8.9473416, 45.9972299), (8.9474279, 45.997426)];orange;50;28
[(8.9516947, 46.0056821), (8.951677, 46.0056398)];red;50;13
[(8.9529054, 46.0059143), (8.9529902, 46.0058975)];red;50;13
[(8.9518583, 46.006082), (8.9518301, 46.0060121)];red;50;13
[(8.9753234, 46.0016515), (8.9752963, 46.0016719), (8.9752782, 46.0016942), (8.9752722, 46.0017158)];green;50;45
[(8.9289157, 46.0067515), (8.9289232, 46.0068833)];green;50;40
[(8.9291046, 46.0082626), (8.9291251, 46.0083246), (8.9291633, 46.0084743), (8.9292491, 46.0086271), (8.9293534, 46.0087573), (8.9296957, 46.009005)];green;50;40
[(8.9289541, 46.007718), (8.9290976, 46.0082266), (8.9291046, 46.0082626)];green;50;40
[(8.9289299, 46.0070957), (8.9289321, 46.0071638), (8.9289339, 46.0071895), (8.9289408, 46.0074231), (8.9289474, 46.0076444), (8.9289541, 46.007718)];green;50;40
[(8.9486188, 45.9988012), (8.9486015, 45.998782), (8.9485911, 45.9987467), (8.9486024, 45.9987115), (8.9486293, 45.9986892)];orange;50;28
[(8.9424139, 45.9828699), (8.9427559, 45.9832427), (8.9431736, 45.9836651), (8.9431878, 45.9836946), (8.9431743, 45.9837347), (8.9431515, 45.9837627), (8.9431326, 45.9837696), (8.9430925, 45.9837785), (8.9430429, 45.9837748), (8.9424152, 45.9833844), (8.9423669, 45.9833755), (8.942324, 45.9833791), (8.9423047, 45.9833927), (8.9422932, 45.9834049)];green;50;41
[(8.9422932, 45.9834049), (8.9422829, 45.9834277), (8.9422833, 45.9834593), (8.9423133, 45.9835102), (8.9424166, 45.9836704), (8.9424944, 45.9838656), (8.9425286, 45.9839608), (8.9425956, 45.9841471), (8.9426342, 45.9841986), (8.9427532, 45.9843115), (8.9428832, 45.9844571), (8.9429142, 45.9845166), (8.9429088, 45.9845557), (8.9428679, 45.984602)];orange;50;28
[(8.9714862, 46.0109961), (8.9714763, 46.0110683), (8.9713588, 46.0119824), (8.9713477, 46.0120679)];green;50;42
[(8.9715098, 46.0108156), (8.9714862, 46.0109961)];green;50;42
[(8.971691, 46.009676), (8.9716601, 46.0097525), (8.9716444, 46.0098136), (8.9716308, 46.009879), (8.9716201, 46.0099682), (8.9715098, 46.0108156)];green;50;42
[(8.9309466, 45.9848813), (8.9310033, 45.9848994), (8.9310489, 45.984929), (8.9310786, 45.9849671)];green;50;103
[(8.9310786, 45.9849671), (8.9310895, 45.9850098), (8.9310805, 45.9850527), (8.9310524, 45.9850914), (8.9310143, 45.9851187), (8.9309669, 45.9851376), (8.9309138, 45.9851466)];green;50;103
[(8.9309138, 45.9851466), (8.9308591, 45.9851449)];green;50;103
[(8.9308591, 45.9851449), (8.9308073, 45.9851328), (8.9307624, 45.9851112), (8.9307278, 45.9850817), (8.930706, 45.9850457), (8.9307, 45.9850068), (8.9307102, 45.9849683)];green;50;103
[(8.9307102, 45.9849683), (8.9307358, 45.9849334)];green;50;103
[(8.9307358, 45.9849334), (8.9307747, 45.9849051), (8.9308237, 45.9848835)];green;50;103
[(8.9440974, 46.0058847), (8.9433989, 46.0060468), (8.9432743, 46.0060732)];orange;50;37
[(8.9432743, 46.0060732), (8.9431144, 46.0061446), (8.9424137, 46.006505), (8.942095, 46.0066803)];orange;50;37
[(8.942095, 46.0066803), (8.9416752, 46.0069111), (8.9415304, 46.006991)];orange;50;37
[(8.9415304, 46.006991), (8.9414024, 46.0070599)];orange;50;37
[(8.9414024, 46.0070599), (8.9411822, 46.0072097), (8.9410065, 46.0073643), (8.9408925, 46.0075497)];orange;50;37
[(8.9408925, 46.0075497), (8.9408349, 46.0077374), (8.9407966, 46.0078564)];orange;50;37
[(8.9407966, 46.0078564), (8.9406162, 46.0082778), (8.9403425, 46.008652)];orange;50;37
[(8.9403425, 46.008652), (8.9397861, 46.0091021), (8.9396361, 46.0092118), (8.939384, 46.0093514), (8.9390965, 46.0094863)];orange;50;37
[(8.9390965, 46.0094863), (8.9390058, 46.0095253), (8.9385222, 46.0097301)];orange;50;37
[(8.9385222, 46.0097301), (8.9373721, 46.0102155)];orange;50;37
[(8.9373721, 46.0102155), (8.9370161, 46.0103814)];green;50;40
[(8.9370161, 46.0103814), (8.9367276, 46.0105451), (8.9364859, 46.010713)];green;50;40
[(8.9304736, 45.9829446), (8.9305306, 45.9831397), (8.9305951, 45.983457), (8.9306468, 45.9838131)];green;50;103
[(8.9306468, 45.9838131), (8.930663, 45.9839709), (8.9306704, 45.9840236), (8.9307565, 45.9844701)];green;50;103
[(8.929318, 45.9809534), (8.929482, 45.9813687), (8.9295278, 45.9814672), (8.9296091, 45.9816154), (8.929752, 45.9818297), (8.9301172, 45.9822744)];green;50;103
[(8.9301172, 45.9822744), (8.9302368, 45.9824538), (8.9303374, 45.9826227), (8.9304088, 45.9827615), (8.9304603, 45.9828943), (8.9304736, 45.9829446)];green;50;103
[(8.9515283, 46.0051245), (8.9515604, 46.005049)];red;50;13
[(8.9517843, 46.0045919), (8.9518189, 46.0045514), (8.9518701, 46.0045091)];red;50;13
[(8.9518701, 46.0045091), (8.9522078, 46.00423), (8.9522754, 46.0041588)];red;50;13
[(8.9528917, 46.0043195), (8.9526907, 46.0047143)];red;50;13
[(8.952669, 46.0047586), (8.9524868, 46.005154)];red;50;13
[(8.9524868, 46.005154), (8.9524846, 46.0051882)];red;50;13
[(8.953658, 46.0078965), (8.9533799, 46.0078893), (8.9530655, 46.0078929), (8.9527711, 46.0078984), (8.9526782, 46.0079001), (8.9525747, 46.0079045)];red;50;13
[(8.9236125, 45.9983839), (8.9233484, 45.9983288), (8.9227906, 45.9982039), (8.9227083, 45.9981855)];green;50;100
[(8.9555744, 46.0055842), (8.9557685, 46.0055891), (8.9561555, 46.0056091), (8.9563765, 46.0056205), (8.9564339, 46.0056253), (8.9569688, 46.0056515)];red;50;13
[(8.9603163, 46.0077641), (8.9603326, 46.0076786), (8.9604855, 46.0068142), (8.9605669, 46.0062976), (8.9605744, 46.0062509), (8.960625, 46.0059368), (8.9606427, 46.0058268)];red;50;13
[(8.9496314, 46.0001039), (8.9496553, 46.0002639), (8.9496892, 46.0004907), (8.9497389, 46.0009066), (8.9497637, 46.0010923), (8.9498058, 46.0012813), (8.9498126, 46.0013105), (8.9498582, 46.0014427), (8.9499473, 46.0016274), (8.9502559, 46.0022011), (8.9503944, 46.002457)];green;30;37
[(8.9525747, 46.0079045), (8.9525454, 46.0078437), (8.9524545, 46.0076468), (8.9523955, 46.007522), (8.9523338, 46.0073692), (8.9522783, 46.0072109), (8.9521307, 46.0068135), (8.9518729, 46.006118)];red;50;13
[(8.9515604, 46.005049), (8.9517253, 46.0046609), (8.9517843, 46.0045919)];red;50;13
[(8.9565753, 46.0113373), (8.9566535, 46.0115941), (8.9566718, 46.0116244), (8.9567115, 46.0116585), (8.9567646, 46.0116786), (8.956831, 46.011682)];red;50;13
[(8.9563636, 46.0105466), (8.9564026, 46.0106846), (8.9565395, 46.0112039), (8.9565753, 46.0113373)];red;50;13
[(8.9557397, 46.0080165), (8.955769, 46.0081148), (8.9558419, 46.0084471), (8.9560035, 46.0090907), (8.9560169, 46.009141), (8.9561294, 46.0095901), (8.9561557, 46.0096975), (8.9563382, 46.0104428), (8.9563636, 46.0105466)];red;50;13
[(8.9603163, 46.0077641), (8.9601393, 46.0077594), (8.9600708, 46.00776), (8.9594589, 46.0077647), (8.9588644, 46.00777), (8.9588041, 46.0077705), (8.9587458, 46.007771), (8.9580874, 46.0077769), (8.9574745, 46.0077813), (8.9573391, 46.0077851), (8.9572221, 46.0078027), (8.9558521, 46.0080091), (8.9557397, 46.0080165)];red;50;13
[(8.9606427, 46.0058268), (8.9606885, 46.0058312)];red;50;13
[(8.9652413, 46.020262), (8.9655002, 46.0202182), (8.9662559, 46.0201333), (8.9664328, 46.0201126), (8.9668399, 46.020066), (8.968643, 46.0198594), (8.9687227, 46.0198516), (8.969666, 46.0197416), (8.9697292, 46.0197347), (8.9699111, 46.0197136)];orange;60;37
[(8.9506511, 46.0063631), (8.9508615, 46.0063247), (8.9518729, 46.006118)];red;50;13
[(8.9524846, 46.0051882), (8.9524921, 46.0052415), (8.9525189, 46.0052844), (8.9525619, 46.0053179), (8.9526826, 46.0053459), (8.9527603, 46.0053794), (8.9527926, 46.0054337), (8.9528222, 46.0055156), (8.9528377, 46.0055564), (8.9528821, 46.0056484), (8.9529002, 46.005691)];red;50;13
[(8.9526907, 46.0047143), (8.9526772, 46.0047408), (8.952669, 46.0047586)];red;50;13
[(8.9652413, 46.020262), (8.9652604, 46.0202894), (8.9657226, 46.020953), (8.9657785, 46.0210408), (8.9661423, 46.0215734), (8.9662649, 46.0217174), (8.9663043, 46.0217594), (8.9665028, 46.0219451), (8.9669485, 46.0223416), (8.9669887, 46.0223842), (8.9671027, 46.0225015), (8.9671742, 46.0225751), (8.9672239, 46.0226194), (8.9672656, 46.0226566), (8.9674384, 46.0228053), (8.9676065, 46.0229536), (8.9679425, 46.0232581), (8.9679901, 46.0233034), (8.9679991, 46.0233421)];orange;50;37
[(8.9362926, 46.0114292), (8.9364235, 46.0114335)];orange;60;40
[(8.9411689, 46.014436), (8.9412151, 46.0144492), (8.9412825, 46.0144752), (8.9414194, 46.0145728), (8.9415033, 46.0146383), (8.9415405, 46.0146723), (8.941574, 46.0147211), (8.941597, 46.0147992)];orange;50;29
[(8.9400418, 46.0151577), (8.9399071, 46.0152324), (8.9397992, 46.0152888), (8.9396218, 46.0153766), (8.9394334, 46.0154688), (8.9392982, 46.0155296), (8.9388956, 46.0157003), (8.9386154, 46.0158058), (8.9383181, 46.0159092), (8.9379009, 46.0160349), (8.9375354, 46.0161445), (8.9372518, 46.0162393), (8.9371953, 46.0162605)];orange;50;29
[(8.9418119, 46.0140758), (8.9417332, 46.0141405), (8.9415756, 46.0142211), (8.9414224, 46.0143211), (8.9413009, 46.0144), (8.9412507, 46.0144211), (8.9411689, 46.014436)];orange;50;29
[(8.9452217, 46.0060194), (8.945214, 46.0059859), (8.9451771, 46.0059339), (8.9451469, 46.005904), (8.9450779, 46.0058503)];orange;50;37
[(8.9466805, 46.0073528), (8.9466938, 46.0071688), (8.946701, 46.0070864)];orange;50;37
[(8.9474708, 46.0045938), (8.9474461, 46.0046028), (8.9474189, 46.0046067), (8.9473911, 46.0046054), (8.9473649, 46.0045989), (8.947341, 46.0045868), (8.9473231, 46.0045705), (8.9473128, 46.0045512), (8.9473108, 46.0045318), (8.9473166, 46.0045127), (8.9473296, 46.0044955), (8.947349, 46.0044814), (8.9473732, 46.0044716), (8.9474003, 46.0044667), (8.9474283, 46.0044672), (8.9474566, 46.0044735), (8.947481, 46.0044852), (8.9474995, 46.0045014), (8.9475104, 46.0045206), (8.9475129, 46.0045412), (8.9475066, 46.0045614), (8.9474921, 46.0045794), (8.9474708, 46.0045938)];orange;50;37
[(8.9474283, 46.0044672), (8.947426, 46.0044339), (8.9474361, 46.0043694), (8.947481, 46.004176), (8.9475281, 46.0039765), (8.9475599, 46.0038246), (8.9475848, 46.0037423)];orange;50;37
[(8.9565753, 46.0113373), (8.9564124, 46.0113497), (8.9556169, 46.0114104)];red;50;13
[(8.9466805, 46.0073528), (8.9466767, 46.0074195), (8.9466773, 46.0075487), (8.9467053, 46.0079646), (8.946714, 46.0081429), (8.946715, 46.0082818)];orange;50;37
[(8.9479982, 46.0080162), (8.9478139, 46.008003), (8.9477367, 46.0079876), (8.9476186, 46.0079466), (8.9475573, 46.0079021), (8.9475026, 46.0078546), (8.9474258, 46.0077596), (8.9473018, 46.007595), (8.9472183, 46.0074852), (8.9471286, 46.0073836), (8.9470631, 46.0073323), (8.9470142, 46.0073003), (8.9469645, 46.0072806), (8.9469107, 46.0072709), (8.9468536, 46.0072737), (8.9468062, 46.0072854), (8.9467445, 46.0073109), (8.9466805, 46.0073528)];red;50;13
[(8.9501077, 46.0095338), (8.9499633, 46.0091793), (8.9498985, 46.0090476), (8.9498544, 46.0089907), (8.9498041, 46.0089419), (8.949684, 46.0088539), (8.9493801, 46.008649), (8.949269, 46.0085741), (8.9487465, 46.0082217), (8.9486701, 46.0081702), (8.948597, 46.0081189), (8.9485488, 46.0081054), (8.9484475, 46.0080733), (8.9482731, 46.0080454), (8.9479982, 46.0080162)];red;50;13
[(8.9479982, 46.0080162), (8.9478225, 46.0079597), (8.9477099, 46.0078945), (8.9476262, 46.0078092), (8.9475446, 46.0076966), (8.9473504, 46.0074287), (8.9472458, 46.0073151), (8.9471064, 46.0072238), (8.9469803, 46.0071623), (8.9468441, 46.007124), (8.946701, 46.0070864)];red;50;13
[(8.946701, 46.0070864), (8.9465746, 46.0070649)];orange;50;37
[(8.9452528, 46.0067821), (8.9452055, 46.0067426), (8.945162, 46.0066944), (8.9451408, 46.0066432), (8.9451348, 46.0065902), (8.9451413, 46.0065167), (8.9452217, 46.0060194)];orange;50;37
[(8.9501453, 46.0097108), (8.9502051, 46.0097505), (8.9502901, 46.0097853), (8.9503491, 46.0097984), (8.9504189, 46.0097872), (8.9504591, 46.0097518), (8.9504538, 46.0096959), (8.9504323, 46.0096344), (8.950376, 46.0095171), (8.9503599, 46.0094556), (8.9503733, 46.0094034), (8.9505262, 46.009016), (8.9505584, 46.0089209), (8.950561, 46.0088241), (8.9505154, 46.0086266), (8.9504318, 46.0083663), (8.9502284, 46.0078777), (8.9501024, 46.0075927), (8.9499388, 46.0072406), (8.9498959, 46.0071064), (8.949887, 46.0070454), (8.9499018, 46.0069796), (8.9499471, 46.0069121), (8.950192, 46.0066872), (8.9502589, 46.0066133), (8.9503667, 46.0065209), (8.9504522, 46.0064523), (8.9505405, 46.0063977), (8.9505583, 46.0063921), (8.9506511, 46.0063631)];red;50;13
[(8.9525747, 46.0079045), (8.9524524, 46.0079411), (8.95218, 46.0080276), (8.9514371, 46.0082814), (8.9512048, 46.0083602), (8.9511458, 46.0083937), (8.9511157, 46.008437)];red;50;13
[(8.9511157, 46.008437), (8.9509692, 46.0092769), (8.9508914, 46.0098008), (8.9509049, 46.0100189), (8.9509688, 46.0101968), (8.9510729, 46.0103946), (8.9511307, 46.0104953), (8.9511471, 46.0105706), (8.951087, 46.0106101), (8.9510456, 46.0106344)];red;50;13
[(8.954792, 46.0115105), (8.9547504, 46.0114193), (8.9546419, 46.0111615), (8.9545241, 46.0109438), (8.9544514, 46.0108315)];red;50;13
[(8.9544089, 46.0079319), (8.9544452, 46.008002), (8.9545745, 46.0083447), (8.9545862, 46.0083649), (8.9545991, 46.0083798)];red;50;13
[(8.9456268, 46.0058105), (8.9456134, 46.0058984), (8.9455918, 46.0059512), (8.9455184, 46.0059952), (8.9454282, 46.006018), (8.9453464, 46.0060257), (8.9452217, 46.0060194)];orange;50;37
[(8.9647784, 46.0062472), (8.9646741, 46.0062947), (8.9646284, 46.0063014), (8.9645463, 46.006302), (8.9623189, 46.0060512), (8.9614748, 46.0059561), (8.9613224, 46.0059389), (8.9611687, 46.005884)];red;50;13
[(8.9611687, 46.005884), (8.961347, 46.0058751), (8.96216, 46.0059665), (8.962332, 46.0059858), (8.9633502, 46.0061003), (8.9645599, 46.0062363), (8.9646121, 46.0062363), (8.9646525, 46.006235), (8.9647784, 46.0062472)];red;50;13
[(8.9607871, 46.0058408), (8.9609224, 46.005854), (8.9609885, 46.0058604), (8.9609956, 46.0058611)];red;50;13
[(8.9609956, 46.0058611), (8.9610585, 46.0058673), (8.9611687, 46.005884)];red;50;13
[(8.9603163, 46.0077641), (8.9602997, 46.00789), (8.9602773, 46.0079811), (8.9602449, 46.0080842), (8.9602326, 46.0081119), (8.9602115, 46.0081594), (8.9601897, 46.0081972), (8.9601322, 46.0082968), (8.9600262, 46.0084648), (8.9598559, 46.0087391), (8.9597216, 46.0089973), (8.9596824, 46.0091239), (8.9596028, 46.0095037), (8.95957, 46.0096869), (8.9595581, 46.0098475), (8.9595635, 46.0101242), (8.959685, 46.0107264)];red;50;13
[(8.9556169, 46.0114104), (8.9556328, 46.0115112), (8.9556434, 46.0115568), (8.9557222, 46.0118971), (8.955823, 46.0123161), (8.9558316, 46.0123516)];red;50;13
[(8.9570029, 46.0172718), (8.956845, 46.017299), (8.9563708, 46.0173734), (8.9562682, 46.0173895)];orange;50;37
[(8.9656343, 46.0060321), (8.9660484, 46.0059309), (8.9662159, 46.0058908)];red;50;13
[(8.9872673, 46.0033568), (8.987129, 46.0033287), (8.9861848, 46.0031715), (8.9859246, 46.0031427), (8.9857429, 46.0031373), (8.985596, 46.003132), (8.9855185, 46.0031325), (8.9852001, 46.0031504), (8.9851082, 46.0031503), (8.9848214, 46.0031179), (8.984233, 46.0030504), (8.9835076, 46.0029633), (8.9833837, 46.0029426), (8.9826504, 46.0027866), (8.982517, 46.0027698), (8.9824033, 46.0027648), (8.9823063, 46.0027675), (8.9821798, 46.002779), (8.9820476, 46.0028022), (8.981928, 46.00283), (8.9809634, 46.0031825), (8.980818, 46.0032335), (8.9807244, 46.0032605), (8.980504, 46.0033129), (8.9798504, 46.0034651), (8.9797717, 46.0034785), (8.9796931, 46.0034878)];green;50;45
[(8.9807876, 46.0084721), (8.980752, 46.0085817), (8.9806552, 46.0089001), (8.9805941, 46.0091583), (8.980505, 46.0094943), (8.9804413, 46.0096959), (8.9804108, 46.0098267), (8.9804087, 46.0099046), (8.9804311, 46.0099912), (8.9804591, 46.0100814), (8.9804744, 46.0101839), (8.9804744, 46.0102688), (8.9804591, 46.0103838), (8.9804566, 46.0104474), (8.9804719, 46.0105182), (8.9805075, 46.010596), (8.9805534, 46.010672), (8.9806272, 46.010771), (8.9806781, 46.0108471), (8.9806883, 46.010886), (8.9806832, 46.0109143), (8.9806603, 46.0109355), (8.9806297, 46.010939), (8.9806017, 46.0109362), (8.9805674, 46.0109166), (8.9805432, 46.0108789), (8.9805126, 46.0108153), (8.9804689, 46.0107456), (8.9804156, 46.0106951), (8.9803333, 46.0106161), (8.9802776, 46.0105471), (8.980234, 46.0104664), (8.9801967, 46.0103237), (8.9801541, 46.0102107), (8.9801105, 46.0101283), (8.980062, 46.0100627), (8.9800281, 46.0100038), (8.9800063, 46.0099416), (8.9799869, 46.0098507), (8.9799586, 46.0096342), (8.9799253, 46.0093904), (8.9799087, 46.0088234), (8.9799109, 46.0086325), (8.9799172, 46.0085248), (8.979938, 46.008433), (8.9800178, 46.0083072), (8.9801219, 46.008197), (8.9803042, 46.0080573), (8.9803688, 46.007994), (8.9804205, 46.0079195), (8.9804516, 46.0078421), (8.9805458, 46.0075913), (8.9805942, 46.0074575), (8.9805712, 46.0072714), (8.9805227, 46.0070334), (8.9805334, 46.0069269), (8.9806107, 46.0066613), (8.9805938, 46.0062905), (8.9806011, 46.0062507), (8.9806168, 46.0062197), (8.980642, 46.0061877), (8.9806702, 46.0061625), (8.9807091, 46.0061403), (8.9807491, 46.006122), (8.980808, 46.0061053), (8.9808707, 46.0060949), (8.9809371, 46.006089), (8.9812428, 46.0060833), (8.9812693, 46.0060786), (8.9812886, 46.0060711), (8.9812994, 46.0060601), (8.9813049, 46.0060455), (8.9813045, 46.006032), (8.9812993, 46.0060204)];green;50;45
[(8.9341403, 46.0135614), (8.9340868, 46.0135803), (8.9340543, 46.0135984), (8.9340286, 46.0136185), (8.9339711, 46.01368), (8.9338915, 46.0137844), (8.9336593, 46.014127), (8.9334418, 46.014476), (8.933371, 46.0145912), (8.933172, 46.014903), (8.9330408, 46.0150773), (8.9328973, 46.015287), (8.9328512, 46.0153603), (8.9328196, 46.0154114), (8.9328018, 46.0154278), (8.9327691, 46.0154459), (8.9327106, 46.0154689)];green;50;40
[(8.9343022, 46.0133184), (8.9343315, 46.0133501), (8.9343483, 46.0133859), (8.9343515, 46.0134235), (8.9343377, 46.0134666), (8.9343064, 46.0135049), (8.9342601, 46.0135352), (8.9342031, 46.0135546), (8.9341403, 46.0135614), (8.9340722, 46.013554), (8.934011, 46.0135319), (8.9339633, 46.0134973), (8.9339387, 46.0134644), (8.9339268, 46.0134282), (8.9339282, 46.013391), (8.9339421, 46.0133566), (8.9339675, 46.0133254), (8.934003, 46.0132994), (8.9340464, 46.0132801), (8.9340953, 46.0132686), (8.9341525, 46.0132657), (8.9342087, 46.0132736), (8.9342598, 46.0132916), (8.9343022, 46.0133184)];green;50;40
[(8.9531663, 46.0035835), (8.9531411, 46.0036746), (8.9530798, 46.0038967)];red;50;13
[(8.9358233, 46.0046854), (8.9358768, 46.0046829), (8.9363913, 46.0046768), (8.936655, 46.0046914), (8.9368792, 46.0047141), (8.9371566, 46.0047636), (8.9372918, 46.0047792), (8.9374122, 46.0047655), (8.9375771, 46.0046998), (8.9377277, 46.0046705), (8.9380022, 46.0046383), (8.9383542, 46.0046251), (8.9392041, 46.0045472), (8.9393553, 46.0045413), (8.9395302, 46.0045534), (8.939737, 46.0045776), (8.9398722, 46.0046089)];orange;50;37
[(8.9398722, 46.0046089), (8.9405561, 46.004725), (8.9409928, 46.0048779), (8.9413001, 46.0050199), (8.9415455, 46.0051362), (8.9420005, 46.0053066), (8.9421978, 46.0053816), (8.9423382, 46.0054388), (8.9425771, 46.0055767), (8.9428551, 46.0057942), (8.9431714, 46.0059803), (8.9432743, 46.0060732)];orange;50;37
[(8.9358233, 46.0046854), (8.9358281, 46.0047041), (8.9358243, 46.0047229), (8.9358123, 46.00474), (8.9357933, 46.0047537), (8.9357692, 46.0047627), (8.9357423, 46.004766), (8.9357151, 46.0047634), (8.9356905, 46.0047551), (8.9356708, 46.0047419), (8.9356637, 46.0047327), (8.9356579, 46.0047251), (8.9356531, 46.0047064), (8.9356569, 46.0046876), (8.9356688, 46.0046705), (8.9356878, 46.0046568), (8.935712, 46.0046478), (8.9357389, 46.0046445), (8.935766, 46.0046471), (8.9357906, 46.0046554), (8.9358104, 46.0046686), (8.9358233, 46.0046854)];orange;50;37
[(8.9530798, 46.0038967), (8.95307, 46.0039654), (8.9528917, 46.0043195)];red;50;13
[(8.935712, 46.0046478), (8.9356863, 46.0046153), (8.9356298, 46.0045125), (8.9355186, 46.0042918), (8.9354671, 46.0041101), (8.9354703, 46.0037981), (8.9355041, 46.0035171), (8.9354997, 46.0034095), (8.93548, 46.0032736), (8.9354428, 46.003186), (8.9353653, 46.0030763), (8.9352154, 46.0028976), (8.9350054, 46.0026922), (8.9348603, 46.0025181), (8.9348058, 46.0024491), (8.9347375, 46.0023395), (8.9346663, 46.0022118)];orange;50;37
