coordinates;color;speed_limit;current_speed
[(9.022571, 45.8622942), (9.023454, 45.8617036), (9.0243399, 45.8611351), (9.0245781, 45.8609815), (9.025335, 45.8604935), (9.025367, 45.8604718), (9.0254369, 45.8604244), (9.0254933, 45.8603786), (9.0255469, 45.8603291), (9.0255858, 45.8602778), (9.0256193, 45.8602199), (9.0256394, 45.8601741), (9.0256502, 45.8601302), (9.0256609, 45.8600564), (9.0256622, 45.8599854), (9.0256515, 45.8599284), (9.0256366, 45.8598754), (9.0255465, 45.8596107), (9.02554, 45.8595714), (9.0255484, 45.8595402), (9.0255676, 45.8595106), (9.0256158, 45.859481), (9.0256709, 45.8594607), (9.0257313, 45.8594592), (9.0257823, 45.8594679), (9.0258172, 45.8594842), (9.0258565, 45.8595135), (9.0258738, 45.8595488), (9.0259466, 45.8598815), (9.0259707, 45.8600107), (9.0259747, 45.8600882), (9.0259693, 45.8601414), (9.0259013, 45.8603994), (9.0257411, 45.8608724), (9.0256341, 45.8611837), (9.0256036, 45.8612524), (9.0255907, 45.8612782), (9.0255764, 45.861307), (9.0255579, 45.8613378), (9.0255315, 45.8613793), (9.0255102, 45.8614126), (9.0255034, 45.8614232), (9.0252143, 45.8618767), (9.0250668, 45.8620906), (9.0248978, 45.8623166), (9.02482, 45.8624184), (9.0247811, 45.8624931), (9.024763, 45.8625585), (9.0247597, 45.8626061), (9.0247637, 45.8626481), (9.0247744, 45.8626957), (9.0247959, 45.8627555), (9.0248094, 45.8627715), (9.0248361, 45.8628032), (9.0248924, 45.8628554), (9.0249568, 45.8629069), (9.02504, 45.8629489), (9.0251312, 45.8629791), (9.0251915, 45.862989), (9.0252827, 45.8629965), (9.0253833, 45.8629937), (9.0254852, 45.8629871), (9.025972, 45.8629498), (9.0260458, 45.8629442), (9.0261088, 45.8629442), (9.0261853, 45.8629479), (9.0262463, 45.8629573), (9.0263099, 45.8629717), (9.0263918, 45.8629993), (9.0264951, 45.8630404), (9.02663, 45.8631022), (9.0267332, 45.8631477), (9.0268015, 45.8631758), (9.0268653, 45.8631949), (9.0269477, 45.8632108), (9.027081, 45.8632271), (9.0275451, 45.8632648), (9.0276913, 45.8632767), (9.0278313, 45.8632976), (9.0279722, 45.8633336), (9.0280668, 45.8633649), (9.0281379, 45.8633962), (9.028221, 45.8634354), (9.028319, 45.8634793), (9.0284249, 45.8635596)];green;50;43
[(8.9818917, 45.871385), (8.9817616, 45.871283), (8.9808753, 45.8705761), (8.98079, 45.8705059), (8.980348, 45.87015), (8.9802253, 45.870054)];green;50;54
[(8.9824409, 45.8720026), (8.9823107, 45.8718235), (8.9822671, 45.8717636)];green;50;54
[(8.9637186, 45.8483583), (8.9639089, 45.8483056), (8.964915, 45.8481657), (8.9652405, 45.8481243), (8.9656862, 45.84803), (8.9674421, 45.847574), (8.9676226, 45.8475271), (8.9678447, 45.8474761), (8.9688313, 45.847237), (8.9691109, 45.8471655), (8.9693657, 45.8470718), (8.9695957, 45.8469313), (8.9697833, 45.8467661), (8.9699213, 45.846527), (8.9699927, 45.8462787), (8.9701868, 45.8455704), (8.970293, 45.8452105), (8.970431, 45.8450354), (8.970644, 45.8449037), (8.9708744, 45.844785), (8.9713376, 45.8445292), (8.9714596, 45.844442), (8.9715651, 45.8443455), (8.9716826, 45.8442216), (8.9719291, 45.8439257), (8.9721353, 45.8437123), (8.972218, 45.8436267)];green;50;45
[(8.9702854, 45.8598423), (8.9703174, 45.859803), (8.9703657, 45.859773), (8.9704253, 45.8597552)];green;50;42
[(9.0204045, 45.8391138), (9.0204821, 45.8391891), (9.0205049, 45.8392113), (9.0205893, 45.8392651)];green;50;50
[(9.0212032, 45.839073), (9.0209885, 45.8389261), (9.0209392, 45.8388963), (9.0208638, 45.8388506)];green;50;50
[(9.0199051, 45.8371727), (9.019116, 45.8362467), (9.0184671, 45.8354574), (9.0183342, 45.8352961)];green;50;50
[(8.9775624, 45.8416252), (8.9776477, 45.8417115), (8.9779837, 45.8418625), (8.978212, 45.8419631), (8.9782487, 45.8419817), (8.9783744, 45.8420384), (8.9786334, 45.8421553), (8.978925, 45.8422899), (8.9794181, 45.8424953), (8.979752, 45.8426223), (8.9800186, 45.8426931), (8.9807928, 45.8428179), (8.9813137, 45.84289), (8.9814242, 45.8428902), (8.9816769, 45.8429059), (8.981815, 45.8428858), (8.9820162, 45.8428354), (8.9821449, 45.8427564), (8.9822857, 45.8426042), (8.9823996, 45.8423782), (8.9824224, 45.8423483), (8.9824532, 45.8423268), (8.9824863, 45.8423239)];green;50;47
[(9.017186, 45.8551762), (9.0173147, 45.8555229), (9.0173844, 45.855719), (9.0174617, 45.8559168), (9.0174942, 45.8559746), (9.0175217, 45.85601), (9.0175758, 45.8560678), (9.0176405, 45.8561122), (9.0176768, 45.8561374), (9.0177358, 45.8561683), (9.0180764, 45.8563065), (9.0181475, 45.8563392), (9.0182186, 45.8563766), (9.0183205, 45.8564522), (9.0187295, 45.8567455), (9.0188167, 45.8568043), (9.0188811, 45.8568417), (9.018936, 45.8568707), (9.0191868, 45.856951), (9.0192794, 45.8569753), (9.0194041, 45.8570005), (9.0195248, 45.857021), (9.0196173, 45.8570341), (9.0198145, 45.8570406), (9.020025, 45.8570472), (9.0201685, 45.8570491), (9.0202892, 45.8570509), (9.0203965, 45.8570565), (9.0204689, 45.85705), (9.0205346, 45.8570332), (9.0206071, 45.8570136), (9.0206768, 45.8569855), (9.0207291, 45.8569566), (9.0209839, 45.8568184), (9.021224, 45.8566839), (9.0214292, 45.8565466), (9.0217108, 45.8563485), (9.0217483, 45.8563299), (9.0217966, 45.8563177), (9.0218422, 45.856314), (9.0218825, 45.8563243), (9.0219079, 45.8563448), (9.0219106, 45.8563719), (9.0218811, 45.8564008), (9.0218382, 45.8564233), (9.0217779, 45.8564457), (9.0217162, 45.8564746), (9.0216625, 45.8565027), (9.0216116, 45.8565466), (9.0215727, 45.8565914), (9.0215004, 45.8567232), (9.0213636, 45.8570271), (9.0212562, 45.8573218), (9.021236, 45.8573629), (9.0212132, 45.8574077), (9.0211744, 45.857461), (9.0209008, 45.8577365), (9.0208699, 45.8577617), (9.0208391, 45.8577748), (9.0207948, 45.8577851), (9.0207358, 45.8577953), (9.0206755, 45.8577981), (9.0205923, 45.8578009), (9.0205132, 45.8577991), (9.0199969, 45.8577645), (9.0199244, 45.8577729), (9.0198788, 45.8577888), (9.0198601, 45.8578056), (9.0198547, 45.8578336), (9.0198735, 45.8578542), (9.0199084, 45.857871), (9.0199647, 45.8578803), (9.0200223, 45.8578869), (9.0201072, 45.8578984), (9.0204072, 45.8579392), (9.0206111, 45.8579756), (9.0209209, 45.8580578), (9.0209905, 45.8580743), (9.0210416, 45.8580802), (9.0210952, 45.8580839), (9.0211395, 45.858083), (9.0211878, 45.8580765), (9.0212401, 45.8580624), (9.0212816, 45.8580428), (9.0213205, 45.8580139), (9.0213514, 45.857984), (9.0214587, 45.8577785), (9.0214841, 45.8577486), (9.0215177, 45.857729), (9.0215619, 45.8577206), (9.0216102, 45.8577169), (9.0216518, 45.8577234), (9.021688, 45.8577468), (9.0217001, 45.8577785), (9.021688, 45.8578243), (9.0216719, 45.8578691)];green;50;43
[(8.9792456, 45.8732078), (8.9788639, 45.873309), (8.9787669, 45.8733202), (8.9787387, 45.8733235)];green;60;54
[(8.9794842, 45.8739937), (8.9800915, 45.8742247), (8.9801978, 45.8742696), (8.9808728, 45.8745485), (8.9810383, 45.8746147), (8.981125, 45.8746491)];green;50;54
[(9.0133421, 45.8423447), (9.0132125, 45.8424044), (9.0129684, 45.8425167), (9.0121294, 45.8430461), (9.0119727, 45.8431451), (9.0118482, 45.8432242), (9.0118129, 45.8432467), (9.0113565, 45.8435308), (9.0112318, 45.8436294), (9.011129, 45.8437292), (9.0110277, 45.8438538)];green;50;50
[(9.0106635, 45.8443531), (9.0106447, 45.8443224), (9.0106406, 45.8442891), (9.0106517, 45.8442565), (9.0106768, 45.8442281), (9.0107134, 45.8442064), (9.0107442, 45.8441976)];orange;50;31
[(9.0109011, 45.8441568), (9.0108972, 45.8442207)];orange;50;31
[(9.0110277, 45.8438538), (9.0109822, 45.8439268), (9.0109501, 45.8439885), (9.0109275, 45.844044), (9.0109087, 45.8441073), (9.0109011, 45.8441568)];orange;50;31
[(9.0125126, 45.8456532), (9.0125208, 45.8456256), (9.012541, 45.8456012), (9.0125713, 45.8455824)];orange;50;31
[(9.0122247, 45.8426745), (9.0123281, 45.8427425), (9.0125152, 45.8428895)];green;50;50
[(9.0125152, 45.8428895), (9.0126616, 45.8430267), (9.0126712, 45.8430893), (9.0126712, 45.8431574), (9.0126443, 45.8432232), (9.0125886, 45.8432784), (9.0125162, 45.8433101), (9.0124437, 45.8433312), (9.0123476, 45.8433383), (9.0122397, 45.8433206), (9.0121773, 45.8432898)];green;50;50
[(9.0135536, 45.8423637), (9.0135129, 45.84238), (9.0134657, 45.8423829)];green;50;50
[(9.0211879, 45.8395964), (9.0223158, 45.8401983)];green;50;50
[(9.0223158, 45.8401983), (9.0225861, 45.8403328), (9.0226925, 45.8403992), (9.0227609, 45.8404478), (9.0228199, 45.8405001), (9.0228856, 45.8405767), (9.0229164, 45.8406393), (9.0229446, 45.8407028), (9.0229567, 45.8407589), (9.0229567, 45.8408205), (9.022947, 45.8408852), (9.0229285, 45.8409383), (9.022895, 45.8410027), (9.0228615, 45.8410494), (9.0228091, 45.8411076)];green;50;50
[(8.9931207, 45.8467609), (8.9934749, 45.8466488)];green;50;96
[(8.9936938, 45.8466995), (8.9933655, 45.8468016)];green;120;96
[(8.9867877, 45.8484784), (8.9861557, 45.8487983), (8.985841, 45.8489803), (8.9855149, 45.8491859), (8.9852248, 45.8493801), (8.9849618, 45.8495709), (8.9846609, 45.8497989), (8.9844291, 45.8499831), (8.9842097, 45.8501668), (8.9839097, 45.8504255), (8.9836057, 45.8506924)];green;50;96
[(8.9769588, 45.8560886), (8.9761223, 45.8565456), (8.9757957, 45.8567308), (8.9755251, 45.8568896), (8.9752675, 45.857047)];green;50;42
[(8.9752675, 45.857047), (8.9748138, 45.8573448), (8.9744213, 45.8576192), (8.9742054, 45.8577851), (8.9740022, 45.8579461), (8.9737835, 45.8581265), (8.973586, 45.8582972), (8.9733729, 45.8584894), (8.9731573, 45.858699), (8.9729605, 45.8588941), (8.9727621, 45.8591108), (8.9725345, 45.8593725), (8.9723018, 45.8596598), (8.9720871, 45.8599489), (8.9718966, 45.8602262), (8.971727, 45.8604943), (8.9715866, 45.8607372)];green;50;42
[(8.9754279, 45.8568108), (8.9758138, 45.856586), (8.9761746, 45.8563855), (8.9768698, 45.8560054)];red;120;42
[(8.9880882, 45.8478411), (8.9882885, 45.8477758), (8.9885147, 45.8477087), (8.9889005, 45.8476012), (8.9892428, 45.8475167), (8.9896559, 45.847429), (8.9900446, 45.8473542), (8.9908271, 45.8472277), (8.9911757, 45.8471732), (8.9916059, 45.8471057), (8.9920514, 45.8470223), (8.9924517, 45.8469373), (8.9928228, 45.846845), (8.9931207, 45.8467609)];green;50;96
[(8.9770541, 45.8655246), (8.977018, 45.86544), (8.9769577, 45.8652989), (8.9767699, 45.8650987), (8.9763636, 45.8648523), (8.9761265, 45.8647078), (8.9757955, 45.8645151), (8.9756469, 45.8644039), (8.9755204, 45.8642909), (8.9754098, 45.8641875), (8.9748787, 45.863503), (8.9748438, 45.8634304), (8.9748204, 45.8633608), (8.974825, 45.863275), (8.9748571, 45.8631916), (8.9749627, 45.862904), (8.9749871, 45.8627997)];green;50;42
[(8.9713755, 45.8606217), (8.9713242, 45.8605714), (8.9711389, 45.8603893), (8.9708087, 45.8600499), (8.9707608, 45.8600036), (8.9707245, 45.8599842), (8.9706548, 45.8599528)];green;50;42
[(8.9716305, 45.8608629), (8.9713755, 45.8606217)];green;50;42
[(9.003235, 45.8384439), (9.0034189, 45.8384029)];green;50;48
[(8.9975552, 45.8350396), (8.9973254, 45.834962)];green;50;48
[(8.9695481, 45.8692384), (8.969508, 45.8692186), (8.9694614, 45.8691955), (8.9693659, 45.8691957)];green;50;42
[(8.9678871, 45.8639179), (8.9680433, 45.8637229), (8.968814, 45.8627828), (8.9689516, 45.8626362)];green;50;42
[(8.9737878, 45.8576725), (8.9733716, 45.85767), (8.9731172, 45.8576684), (8.9719277, 45.8576415), (8.9713579, 45.8576286), (8.9691454, 45.857586)];green;50;42
[(8.9746749, 45.857691), (8.9737878, 45.8576725)];green;50;42
[(8.9804979, 45.8575239), (8.9802387, 45.8575638), (8.9791785, 45.8577205), (8.978818, 45.8577588), (8.9785348, 45.8577683), (8.9775679, 45.857758), (8.9758808, 45.8577212), (8.9746749, 45.857691)];green;50;42
[(8.983443, 45.8720497), (8.9834067, 45.8720343), (8.9833794, 45.8720116)];green;50;54
[(8.9855565, 45.8706925), (8.985516, 45.8706588)];green;50;54
[(8.985516, 45.8706588), (8.9853812, 45.8707177), (8.9847709, 45.8709842), (8.9846597, 45.8710315), (8.9844528, 45.8711199), (8.9844367, 45.8711306), (8.984328, 45.871182), (8.984218, 45.8712437), (8.9841188, 45.8713118), (8.984053, 45.8713735), (8.9839894, 45.8714546), (8.9838348, 45.8716506)];green;50;54
[(8.9822411, 45.8717425), (8.9822255, 45.871717), (8.9822217, 45.8716894)];green;50;54
[(8.9830386, 45.8818032), (8.9828883, 45.8821206), (8.9827195, 45.8824283), (8.9825893, 45.8826929), (8.9822207, 45.8833121), (8.9816038, 45.8843887), (8.9814064, 45.8847178), (8.9812911, 45.8849538), (8.9812227, 45.8851435), (8.9811885, 45.885286), (8.9811626, 45.8854296), (8.9811623, 45.8857073), (8.9811436, 45.8862068), (8.98111, 45.8865148), (8.9810685, 45.8866735), (8.9810054, 45.8868052), (8.980925, 45.8869275), (8.9808069, 45.887061), (8.9806862, 45.887186), (8.9805213, 45.8873018), (8.9792971, 45.8881032), (8.9791884, 45.8881769)];green;50;54
[(8.978534, 45.8777438), (8.9781254, 45.8777778), (8.977699, 45.8778217)];green;50;54
[(8.9803381, 45.8775873), (8.9801644, 45.877603)];green;50;54
[(8.9772431, 45.8656168), (8.9772855, 45.8656134), (8.9773152, 45.8656131), (8.9773417, 45.8656161), (8.9773683, 45.8656219), (8.9774225, 45.8656346), (8.9776033, 45.8656771), (8.9776802, 45.8656954), (8.9782173, 45.8658328), (8.9785921, 45.8659317), (8.9786918, 45.8659594), (8.9793468, 45.8661424), (8.9796748, 45.8662304), (8.9797461, 45.866245), (8.9797938, 45.8662491), (8.9798432, 45.8662521), (8.9798803, 45.8662525), (8.9799067, 45.8662488)];green;50;42
[(8.9799067, 45.8662488), (8.9799196, 45.8662426), (8.9799304, 45.8662332), (8.9799361, 45.8662237), (8.9799408, 45.8662128), (8.9799567, 45.8661487), (8.9799776, 45.8660209), (8.979987, 45.8659751), (8.9799971, 45.8659331), (8.9800098, 45.8658971), (8.9800258, 45.8658614), (8.9800522, 45.8658181), (8.9800892, 45.8657624), (8.9804614, 45.8653069), (8.980512, 45.8652459), (8.9805272, 45.8652263), (8.9805955, 45.8651381), (8.9808304, 45.864835), (8.9808718, 45.8647815), (8.9809974, 45.8646194), (8.9814263, 45.8642975), (8.9814665, 45.8642791)];green;50;42
[(8.9816216, 45.8640035), (8.9815427, 45.8638156), (8.9812799, 45.8632942), (8.981024, 45.8627876), (8.9808174, 45.8623555), (8.9805398, 45.8618405), (8.9804963, 45.8617256), (8.9804835, 45.8616782), (8.9804505, 45.8615186)];green;50;42
[(8.9804505, 45.8615186), (8.980451, 45.8614158), (8.9804586, 45.8613259), (8.9804813, 45.861252), (8.9805077, 45.861176), (8.9806494, 45.8608748), (8.9807964, 45.8605894), (8.9809258, 45.8604029), (8.9809551, 45.8603655)];green;50;42
[(8.9907611, 45.8693025), (8.9908158, 45.8693733), (8.9909846, 45.8694944), (8.9911464, 45.8696057), (8.9915843, 45.8699097), (8.9916803, 45.8699501), (8.992985, 45.8701533), (8.993048, 45.8701582), (8.9931151, 45.8701577), (8.993194, 45.8701518), (8.993262, 45.8701406), (8.9933238, 45.870127), (8.9933982, 45.870103), (8.9935104, 45.8700714), (8.9935709, 45.8700587), (8.9936206, 45.8700507), (8.9936732, 45.8700509), (8.9937408, 45.8700574), (8.9938039, 45.8700714), (8.9938636, 45.8700902), (8.9939902, 45.8701413), (8.9941048, 45.8701814), (8.9941895, 45.8702055), (8.9942861, 45.8702266), (8.9943926, 45.8702429), (8.9946342, 45.870267), (8.9949892, 45.8703039)];green;50;54
[(9.006448, 45.8631715), (9.0051966, 45.8631828), (9.0028422, 45.8632433)];orange;50;39
[(9.0027665, 45.8631241), (9.0029375, 45.8624181), (9.00312, 45.8618872), (9.0031575, 45.8617764), (9.0031844, 45.861653), (9.0031969, 45.8615433), (9.0032145, 45.8614555), (9.0032623, 45.8613862), (9.0034048, 45.8612838), (9.0035858, 45.8611735), (9.003666, 45.8611247), (9.0041052, 45.8608571), (9.0059215, 45.8601303), (9.0060471, 45.86008), (9.0062976, 45.859958)];orange;50;39
[(8.9980425, 45.8684518), (8.9981226, 45.8684505), (8.998286, 45.8684623), (8.9984571, 45.8685036), (8.9986416, 45.8685833)];orange;50;39
[(8.9906554, 45.8692487), (8.9904459, 45.8692635), (8.9902105, 45.8692962), (8.9898384, 45.8693637), (8.9897383, 45.8693879), (8.9895793, 45.8694475), (8.9895219, 45.8694847)];green;50;54
[(9.0025462, 45.8631765), (9.0024027, 45.8630646), (9.0021651, 45.8627275), (9.0019558, 45.8625311), (9.0017313, 45.8623838), (9.0014045, 45.8621759), (9.0012316, 45.8621015), (9.0010504, 45.8620433), (9.0008776, 45.8620212), (9.0007098, 45.8620209), (9.0005074, 45.8620529), (9.0003323, 45.8620969), (8.9992718, 45.8625785), (8.9984251, 45.8627993), (8.9965218, 45.8636189), (8.9964645, 45.8636436), (8.9962419, 45.8637715), (8.9960635, 45.8639237), (8.9959556, 45.8640409), (8.9958684, 45.8641801), (8.9958061, 45.8644008), (8.995694, 45.8650748), (8.9956173, 45.865213), (8.9954927, 45.8653051), (8.9950585, 45.865494), (8.9948578, 45.8655813), (8.9947799, 45.8656152), (8.9945457, 45.865719), (8.9944923, 45.8657426), (8.9940629, 45.8659324), (8.9937577, 45.8661015), (8.9934245, 45.8663216), (8.9931225, 45.8665677), (8.9927021, 45.8672399), (8.9926159, 45.8673183), (8.9918871, 45.8677948), (8.9915518, 45.868014), (8.9914176, 45.8682452)];orange;50;39
[(9.0159745, 45.8621821), (9.0158279, 45.8621089), (9.0157415, 45.8620561), (9.0156535, 45.86198), (9.0155933, 45.8619189), (9.0155176, 45.8618519), (9.0154401, 45.8617984), (9.0153331, 45.8617493), (9.0152286, 45.8617107), (9.0150251, 45.8616369), (9.0149063, 45.8615894), (9.0148228, 45.8615382), (9.0146762, 45.8614355), (9.0145356, 45.8613501), (9.014365, 45.8612781), (9.0142344, 45.8612381), (9.0141391, 45.8612184), (9.0140516, 45.8612198), (9.0139531, 45.8612311), (9.013703, 45.8613115), (9.0132739, 45.8614796), (9.0131229, 45.8615232), (9.012958, 45.861559), (9.0118577, 45.8616767), (9.0117857, 45.8616768), (9.0117175, 45.8616679), (9.0106461, 45.8613574), (9.0105279, 45.8613336), (9.0104155, 45.8613321), (9.0103003, 45.8613359), (9.0101908, 45.8613491), (9.0100479, 45.8613801), (9.0098664, 45.8614322), (9.0096825, 45.8615068), (9.0095996, 45.8615418), (9.0094811, 45.8615962), (9.0093138, 45.8616934)];green;50;43
[(9.0077172, 45.8582501), (9.0077194, 45.8579823), (9.0076644, 45.8577778), (9.0075813, 45.8576264), (9.0071951, 45.8570165), (9.007184, 45.8568881), (9.0072355, 45.8567745), (9.0073667, 45.85667), (9.0077745, 45.8563527), (9.0079401, 45.8562238), (9.0079986, 45.8561783), (9.0080327, 45.8561252), (9.0080482, 45.8560701), (9.0080454, 45.8560372), (9.0080338, 45.8560094), (9.0079942, 45.8559903), (9.0079385, 45.8559773), (9.0078805, 45.8559777), (9.0067463, 45.8562425), (9.0065634, 45.8562693), (9.006377, 45.8562703), (9.0045491, 45.8562637), (9.0044606, 45.8562527), (9.0043943, 45.8562336), (9.0043491, 45.8562118), (9.0043118, 45.8561832), (9.0042778, 45.8561362), (9.0042591, 45.856079), (9.0042438, 45.8560165), (9.0040312, 45.8550922), (9.0039456, 45.8547188), (9.0038304, 45.8541868), (9.0038277, 45.8541741), (9.0037165, 45.85366), (9.0036844, 45.8535307), (9.003665, 45.853391), (9.0036766, 45.8531915), (9.0036993, 45.8527992), (9.0037099, 45.8527344), (9.0036978, 45.8526692), (9.0036478, 45.8525661), (9.0035153, 45.8524221), (9.0033533, 45.8522876), (9.0031678, 45.8520747), (9.0030898, 45.8519674)];orange;50;39
[(9.0093138, 45.8616934), (9.0093787, 45.861732), (9.0095571, 45.8618382), (9.009698, 45.8619195), (9.0098187, 45.8619738), (9.0099139, 45.8620003), (9.0100304, 45.8620228), (9.0103657, 45.8620639), (9.0104902, 45.862081), (9.0106079, 45.8621112), (9.0106893, 45.8621365), (9.0108001, 45.8621775), (9.0109299, 45.8622317), (9.0110937, 45.862336), (9.0112095, 45.8624232), (9.0119036, 45.8629303)];orange;50;39
