coordinates;color;speed_limit;current_speed
[(8.9142084, 46.0189309), (8.9144469, 46.0194121), (8.9146116, 46.0197443), (8.9147368, 46.019997), (8.9150652, 46.0206635), (8.9157613, 46.0220309), (8.9162148, 46.0228554), (8.9164923, 46.0233912), (8.9167158, 46.0238211), (8.916889, 46.0241986), (8.9170476, 46.0245786), (8.9173112, 46.0252098), (8.9175072, 46.0256787), (8.9176629, 46.0260272), (8.9178517, 46.0263971), (8.9179002, 46.026487), (8.9179481, 46.0265686), (8.9183292, 46.0271802), (8.9185968, 46.0275869)];green;50;21.0
[(8.9307487, 46.0272799), (8.9309043, 46.0272432), (8.9309461, 46.0272312), (8.9309849, 46.0272175), (8.9310214, 46.0271994), (8.9310778, 46.0271701), (8.931115, 46.0271477), (8.9311642, 46.027116), (8.9312502, 46.027062), (8.9313405, 46.0270048), (8.9314342, 46.0269507), (8.9315311, 46.0269014), (8.9316943, 46.0268267), (8.932195, 46.0266205), (8.932502, 46.0264847), (8.9326807, 46.0263899), (8.9328261, 46.0263029), (8.9330115, 46.0261751), (8.933108, 46.0260966), (8.9332207, 46.0259925), (8.9333354, 46.025878), (8.933433, 46.0257589), (8.9335258, 46.0256305), (8.933609, 46.0254995), (8.933659, 46.0253947), (8.9337164, 46.0252605), (8.9337489, 46.0251683), (8.9337766, 46.025064), (8.9338276, 46.0248615), (8.933868, 46.0246272), (8.9339016, 46.0243832), (8.9339237, 46.0240831), (8.9339222, 46.0238082), (8.9339077, 46.0235484), (8.9338715, 46.0232884), (8.9338317, 46.0230684), (8.9337596, 46.0227825), (8.9336616, 46.0224717), (8.9335085, 46.0220741), (8.9334201, 46.0218624), (8.9333329, 46.0216698), (8.932921, 46.0207924), (8.9326372, 46.0201702), (8.9325172, 46.0198692), (8.9324182, 46.019584), (8.9323384, 46.0193202), (8.9322713, 46.0190427), (8.9322266, 46.0187749), (8.9321978, 46.0185229), (8.9321816, 46.0182455), (8.9321758, 46.0179676), (8.9321793, 46.0177318), (8.9321972, 46.0174161), (8.9322322, 46.0170595), (8.9322833, 46.0167334), (8.9323637, 46.0163451), (8.9324628, 46.0159508)];orange;80;79.0
[(8.9339598, 46.0231262), (8.934019, 46.0235189), (8.9340368, 46.0237926), (8.9340383, 46.0240857), (8.9340138, 46.0244184), (8.9339901, 46.0245914), (8.93396, 46.024762), (8.9339041, 46.0249923), (8.9338355, 46.0252192), (8.9337777, 46.0253651), (8.9337135, 46.0255029), (8.9336477, 46.0256133), (8.9335732, 46.0257249), (8.9334774, 46.0258511), (8.9333931, 46.0259447), (8.9332897, 46.0260465), (8.9331744, 46.0261516), (8.9330508, 46.0262455), (8.9329975, 46.0262827), (8.9328832, 46.0263592), (8.9327365, 46.0264494), (8.9325688, 46.0265368), (8.9324256, 46.0266052), (8.9322089, 46.0266966), (8.9317003, 46.0269084), (8.9315306, 46.0269871), (8.931435, 46.0270395), (8.9313404, 46.0270993), (8.9312898, 46.027136), (8.9312661, 46.027157), (8.9312462, 46.027181), (8.9312304, 46.027205), (8.9312172, 46.0272302), (8.9312004, 46.0272819), (8.9311955, 46.0273154), (8.9311931, 46.0273463), (8.9311951, 46.027383), (8.9311977, 46.0274062), (8.9312068, 46.0274291)];green;60;73.0
[(8.9171635, 46.0418128), (8.9171451, 46.041711), (8.9171184, 46.0413946), (8.9171139, 46.0413593), (8.9171017, 46.0413241), (8.9170864, 46.0412982), (8.9170665, 46.0412748), (8.917038, 46.041248), (8.9170015, 46.0412213), (8.9169535, 46.0411917), (8.9169043, 46.0411682), (8.916694, 46.0410783), (8.9161862, 46.0408562), (8.9159058, 46.0407318), (8.9157664, 46.0406731), (8.9157309, 46.0406554), (8.9157026, 46.0406355), (8.9156736, 46.0406098), (8.91564, 46.0405608), (8.9156281, 46.0405405), (8.9156183, 46.0405097), (8.9156157, 46.0404784), (8.9156401, 46.0403232), (8.9156366, 46.0403029), (8.9156272, 46.0402817), (8.9156093, 46.0402627), (8.9155801, 46.0402463), (8.9155489, 46.0402336), (8.9155111, 46.0402226), (8.9147585, 46.0400918), (8.9147138, 46.040081), (8.9146555, 46.0400638), (8.9146003, 46.0400405), (8.9145704, 46.0400238), (8.9145464, 46.0400066), (8.9145088, 46.039961), (8.9143427, 46.0397115), (8.9142576, 46.0395725)];green;50;33.0
[(8.9331023, 46.0281389), (8.9355663, 46.0287387), (8.9418252, 46.029844), (8.9467868, 46.0305892), (8.9572588, 46.032277), (8.9597774, 46.0324565), (8.9625241, 46.0322989), (8.9629729, 46.0322448), (8.9633588, 46.0321847), (8.9636242, 46.032138), (8.9638808, 46.0320859), (8.9643333, 46.0319546), (8.9649073, 46.03176), (8.9657235, 46.0314389), (8.9660336, 46.031279), (8.966278, 46.0311193), (8.9665266, 46.0309392), (8.9667149, 46.0308054)];orange;80;65.0
[(8.9283028, 46.0276094), (8.9280713, 46.027641)];green;50;59.0
[(8.9280713, 46.027641), (8.9276391, 46.027704), (8.927408, 46.0277403), (8.9271168, 46.0277879), (8.9268907, 46.0278306), (8.9266703, 46.0278769), (8.9262688, 46.0279635), (8.9254248, 46.0281474)];green;50;59.0
[(8.9286202, 46.0274707), (8.9288464, 46.0274479), (8.929074, 46.0274282), (8.9292969, 46.0274148), (8.9295266, 46.0274059), (8.9297539, 46.0274014), (8.9299816, 46.0274026), (8.9303099, 46.027407), (8.9303967, 46.0274038), (8.93044, 46.0273997), (8.9304796, 46.0273903), (8.9305171, 46.0273783), (8.9305541, 46.0273616)];green;50;65.0
[(8.920199, 46.0292894), (8.921957, 46.0288891)];green;50;40.0
[(8.9312253, 46.0274596), (8.9312526, 46.0274987), (8.9312737, 46.0275233), (8.931299, 46.0275436), (8.9313431, 46.0275714), (8.9314015, 46.0276036), (8.9314637, 46.0276318), (8.9315601, 46.0276726), (8.9316828, 46.0277183), (8.9317713, 46.0277499), (8.931963, 46.0278198), (8.9321563, 46.0278774), (8.9321774, 46.0278828), (8.9323777, 46.0279336)];orange;80;65.0
[(8.9323777, 46.0279336), (8.9328959, 46.0280684), (8.9331023, 46.0281389)];orange;80;65.0
[(8.931023, 46.0278009), (8.9311625, 46.0277627), (8.9312041, 46.027758), (8.931238, 46.0277561), (8.9312782, 46.027759), (8.9313553, 46.0277672), (8.9314712, 46.0277819), (8.931578, 46.0277971), (8.9316724, 46.0278136), (8.9316908, 46.0278168), (8.9318023, 46.0278393)];green;50;59.0
[(8.9331023, 46.0281389), (8.9328531, 46.0280961), (8.9326521, 46.0280428)];green;50;65.0
[(8.9318023, 46.0278393), (8.9321751, 46.0279234), (8.9326521, 46.0280428)];green;50;65.0
[(8.9293858, 46.0274882), (8.9292656, 46.0274901), (8.9290855, 46.0275008), (8.9289276, 46.0275189), (8.9285156, 46.0275815)];green;50;59.0
[(8.9276429, 46.041579), (8.9277572, 46.0414402), (8.9278606, 46.0413094), (8.9279725, 46.0411612), (8.9280752, 46.0410189), (8.9281732, 46.0408773), (8.9282592, 46.0407417), (8.9283484, 46.0405958)];red;120;111.0
[(8.9283484, 46.0405958), (8.9284293, 46.0404524), (8.9285066, 46.0403068), (8.9285854, 46.0401536), (8.9286555, 46.0399998), (8.9287202, 46.0398495), (8.928786, 46.0396861), (8.9288384, 46.0395412), (8.928892, 46.0393807), (8.9289385, 46.0392269), (8.928982, 46.0390659), (8.9290194, 46.0389139), (8.9290546, 46.0387502), (8.9290823, 46.0386019), (8.9291082, 46.0384428), (8.9291317, 46.0382792), (8.929148, 46.0381234), (8.9291615, 46.0379596), (8.9291707, 46.0378033), (8.929176, 46.0376489), (8.9291767, 46.0374896), (8.9291753, 46.0373267), (8.9291694, 46.0371668), (8.9291598, 46.0370065), (8.9291469, 46.0368464), (8.92913, 46.0366878), (8.9291092, 46.0365215), (8.929085, 46.0363625), (8.9290567, 46.0361942), (8.929027, 46.0360394), (8.9289964, 46.0358914), (8.9289614, 46.0357386), (8.9289203, 46.0355741), (8.9288805, 46.0354258), (8.9288342, 46.0352638), (8.9287903, 46.0351186), (8.9287358, 46.034949), (8.9286592, 46.034723), (8.9285739, 46.0344928), (8.9285135, 46.034337), (8.928455, 46.0341918), (8.9283908, 46.0340384), (8.9283247, 46.0338872), (8.9282541, 46.0337294), (8.9281873, 46.0335855), (8.9281166, 46.0334364), (8.9280349, 46.0332706), (8.9279522, 46.0331052), (8.9278318, 46.0328737), (8.9277268, 46.03268), (8.9276461, 46.0325315), (8.9275539, 46.0323693), (8.9274677, 46.032217), (8.9272846, 46.031907), (8.9271194, 46.0316346), (8.9267524, 46.0310458), (8.9262824, 46.0303289), (8.9248188, 46.0281368), (8.9244044, 46.0274955), (8.923994, 46.0268469), (8.9232681, 46.025662), (8.9228646, 46.024986), (8.9224779, 46.0243165)];red;120;111.0
[(8.9273996, 46.0537609), (8.9272277, 46.0533623), (8.9270308, 46.0529334), (8.9268834, 46.0526595), (8.926115, 46.0513344), (8.9259386, 46.0510249), (8.925604, 46.0504099), (8.9254243, 46.0500448), (8.9252481, 46.0496494), (8.9251031, 46.0492342), (8.9249906, 46.0488381), (8.9249272, 46.0485918), (8.9248688, 46.0482619), (8.9248281, 46.0479338), (8.9248026, 46.0475554), (8.9247996, 46.0473245), (8.9248037, 46.0471082), (8.9248221, 46.0468052), (8.9248575, 46.0464855), (8.9248935, 46.046253), (8.9249451, 46.0459984), (8.9249964, 46.0457758), (8.9250534, 46.0455765), (8.9251742, 46.0452074), (8.9252477, 46.0450106), (8.9253555, 46.0447499), (8.9254641, 46.0445077), (8.9256038, 46.0442327), (8.9257137, 46.0440386), (8.9258329, 46.0438375), (8.9259937, 46.0435895), (8.9261524, 46.0433569), (8.9263051, 46.0431575), (8.9264568, 46.0429671), (8.9265762, 46.0428209), (8.9266818, 46.0426951), (8.9269235, 46.0424103), (8.9274065, 46.04186), (8.927532, 46.0417121), (8.9276429, 46.041579)];red;120;111.0
[(8.9292353, 46.0386033), (8.9292077, 46.0387539), (8.9291796, 46.0388855), (8.9291499, 46.039014), (8.9291144, 46.0391506), (8.9290769, 46.0392813), (8.9290366, 46.0394137), (8.9289899, 46.0395525), (8.9288982, 46.0398013), (8.9288146, 46.0400065), (8.9287594, 46.040121), (8.928706, 46.0402309), (8.9286378, 46.0403646), (8.9285677, 46.0404958), (8.9284833, 46.0406453), (8.9284156, 46.040757), (8.9283322, 46.0408865), (8.9282493, 46.0410095), (8.9281621, 46.0411341), (8.9280787, 46.0412475), (8.927996, 46.0413582), (8.9278791, 46.0415051), (8.9277879, 46.0416174), (8.9276823, 46.041744), (8.9275759, 46.0418708), (8.927476, 46.0419854), (8.927362, 46.0421169), (8.9272565, 46.0422375), (8.9269927, 46.0425426), (8.926733, 46.0428434), (8.926595, 46.043013), (8.9264327, 46.0432184), (8.9262748, 46.0434329), (8.9261011, 46.0436855), (8.9259336, 46.0439481), (8.9257764, 46.0442268), (8.9256378, 46.0444948), (8.9255162, 46.0447539), (8.9254332, 46.0449482), (8.9253625, 46.0451265), (8.9252208, 46.0455514), (8.9251493, 46.0458047), (8.9250957, 46.0460323), (8.9250332, 46.0463621), (8.9249902, 46.0467084), (8.9249679, 46.0470442), (8.9249536, 46.0472773), (8.9249596, 46.0475359), (8.9249795, 46.0478794), (8.92502, 46.0482213), (8.9251014, 46.0486594), (8.9251703, 46.0489355), (8.9252925, 46.0493118), (8.9254087, 46.049643), (8.925553, 46.0499629), (8.9257546, 46.0503812), (8.9260922, 46.0510089), (8.9262768, 46.0513193), (8.9270289, 46.0526405), (8.9272218, 46.0530029), (8.9273964, 46.0533868), (8.9275428, 46.053736)];red;120;111.0
[(8.9293208, 46.0378189), (8.9293134, 46.0379582), (8.9292993, 46.0381376), (8.9292754, 46.0383405), (8.9292565, 46.038472), (8.9292353, 46.0386033)];red;120;111.0
[(8.9237274, 46.0380729), (8.9236119, 46.0384975), (8.9235789, 46.0386278), (8.9235517, 46.0388427)];green;50;35.0
[(8.922571, 46.0453028), (8.9227137, 46.045276), (8.9228367, 46.0452478)];green;50;40.0
[(8.9214934, 46.0222457), (8.921813, 46.0228381), (8.9219807, 46.0231347), (8.9222782, 46.0236792), (8.922577, 46.0242054), (8.9227625, 46.0245271), (8.9228448, 46.0246687), (8.9230967, 46.0250967), (8.9232821, 46.0254085), (8.9235516, 46.0258564), (8.9238299, 46.0263121), (8.9240047, 46.0265951), (8.9241578, 46.02684), (8.9244656, 46.0273253), (8.9245953, 46.0275306), (8.9248849, 46.0279788), (8.9250813, 46.0282795), (8.925277, 46.0285754), (8.9254667, 46.0288614), (8.925698, 46.0292066), (8.9258565, 46.0294421), (8.9260205, 46.0296875), (8.926183, 46.0299298), (8.926453, 46.0303354), (8.9266783, 46.0306767), (8.9269173, 46.0310486), (8.9270748, 46.0312965), (8.9272278, 46.0315426), (8.9274095, 46.0318396), (8.9275325, 46.0320494), (8.9276738, 46.0322941), (8.9278192, 46.0325544), (8.9279747, 46.0328423), (8.9280886, 46.0330609), (8.9282147, 46.0333114), (8.9283359, 46.033565), (8.9285128, 46.0339565), (8.9286175, 46.0342085), (8.9287238, 46.0344783), (8.9288215, 46.0347455), (8.9288982, 46.0349727), (8.9290251, 46.0353941), (8.9291382, 46.035833), (8.9291834, 46.0360573), (8.9292297, 46.0363166), (8.929252, 46.036456), (8.9292696, 46.0365876), (8.9292861, 46.036727), (8.9292994, 46.0368578), (8.9293105, 46.0370035), (8.9293185, 46.0371376), (8.9293242, 46.037275), (8.9293268, 46.0374051), (8.9293267, 46.0375445), (8.9293208, 46.0378189)];red;120;72.0
[(8.9235291, 46.0412736), (8.9238959, 46.0418636), (8.9240813, 46.0421446), (8.9241102, 46.0421824), (8.92413, 46.0422082), (8.9241843, 46.0422663)];green;50;26.0
[(8.9230925, 46.0410854), (8.9230861, 46.0410521), (8.9230963, 46.0410191), (8.9231219, 46.0409905), (8.9231599, 46.0409696), (8.9232059, 46.0409588), (8.9232544, 46.0409593), (8.9232998, 46.0409712), (8.9233347, 46.0409913), (8.9233586, 46.0410181), (8.9233692, 46.0410487), (8.9233653, 46.04108), (8.9233474, 46.0411089), (8.9233327, 46.0411203)];green;50;32.0
[(8.9233327, 46.0411203), (8.9233172, 46.0411324), (8.9232779, 46.0411481), (8.9232335, 46.0411544), (8.9231884, 46.0411506), (8.9231474, 46.0411371), (8.9231147, 46.0411154), (8.9230925, 46.0410854)];green;50;30.0
[(8.9241843, 46.0422663), (8.9242133, 46.0422498), (8.9242543, 46.0422425), (8.9242964, 46.0422454), (8.9243345, 46.0422582), (8.9243641, 46.0422792), (8.9243815, 46.0423059), (8.9243848, 46.0423352), (8.9243734, 46.0423635), (8.9243548, 46.0423874)];green;50;31.0
[(8.9243548, 46.0423874), (8.9244325, 46.0424115), (8.9245778, 46.0424691), (8.9247467, 46.0425593), (8.9248713, 46.0426303), (8.9252836, 46.0429102)];green;50;31.0
[(8.9243548, 46.0423874), (8.9243237, 46.0424028), (8.9242873, 46.0424107), (8.9242491, 46.0424104), (8.9242129, 46.042402), (8.9241961, 46.0423957), (8.9241822, 46.0423861), (8.9241601, 46.0423645), (8.9241487, 46.0423392), (8.9241492, 46.0423127), (8.9241615, 46.0422876), (8.9241843, 46.0422663)];green;50;26.0
[(8.9245113, 46.0283093), (8.9254042, 46.0281038)];green;50;63.0
[(8.9254248, 46.0281474), (8.9245285, 46.0283524)];green;50;59.0
[(8.9245285, 46.0283524), (8.9242087, 46.0284261)];green;50;59.0
[(8.9241879, 46.0283831), (8.9245113, 46.0283093)];green;50;63.0
[(8.9234699, 46.0285443), (8.9240735, 46.0284092)];green;50;40.0
[(8.9242087, 46.0284261), (8.9237784, 46.0285251), (8.9234891, 46.0285919)];green;50;27.0
[(8.922228, 46.0288776), (8.9219867, 46.0289313)];green;50;27.0
[(8.921957, 46.0288891), (8.9222026, 46.0288332)];green;50;40.0
[(8.9185968, 46.0275869), (8.9190825, 46.0282929)];green;50;38.0
[(8.9190825, 46.0282929), (8.9192793, 46.0285392)];green;50;38.0
