coordinates;speed_limit
[(8.8037842, 46.1716503), (8.8038647, 46.17163), (8.8038967, 46.1716267), (8.80403, 46.1716129), (8.8042034, 46.1715949), (8.804226, 46.1715926), (8.8051388, 46.1714978), (8.8051606, 46.1714955), (8.8053215, 46.1714877), (8.8054341, 46.1714878), (8.8055042, 46.1714904), (8.8056232, 46.1715043), (8.8059387, 46.1715541), (8.8060764, 46.1715682), (8.8061115, 46.1715694), (8.8062078, 46.1715727), (8.8063218, 46.171569), (8.8064291, 46.1715628), (8.806545, 46.1715523), (8.8066996, 46.1715286), (8.806799, 46.1715078), (8.8069436, 46.1714765), (8.807016, 46.1714581), (8.8070982, 46.1714372), (8.8073769, 46.1713664), (8.8074316, 46.1713608), (8.8075335, 46.1713593), (8.8075838, 46.1713701), (8.8076391, 46.1714001), (8.8077021, 46.1715049)];50
[(8.7928657, 46.1663754), (8.7928934, 46.1663036), (8.7929088, 46.1662446), (8.7929101, 46.1661837), (8.7928567, 46.1660687), (8.7928255, 46.1659969)];50
[(8.7928255, 46.1659969), (8.7928723, 46.1660129), (8.7929017, 46.1660338), (8.7929572, 46.1661125)];50
[(8.7990812, 46.1602089), (8.7990717, 46.1602212), (8.7987901, 46.1609451), (8.7985826, 46.1614763)];30
[(8.7962283, 46.1673683), (8.7962011, 46.1674379), (8.7960091, 46.1679033), (8.7959698, 46.1679477)];50
[(8.7959698, 46.1679477), (8.7959414, 46.1679861), (8.7959167, 46.1680444), (8.795787, 46.1684048), (8.7957688, 46.1684794), (8.7958068, 46.1685478)];50
[(8.7975377, 46.1693872), (8.7975534, 46.1693449), (8.7977082, 46.1689345), (8.7977173, 46.1689104)];50
[(8.7948838, 46.1765211), (8.7948099, 46.1765435), (8.7946852, 46.176529), (8.7944681, 46.1765108), (8.7943408, 46.1765189), (8.7942631, 46.1765451), (8.7942065, 46.1765598), (8.7941787, 46.1765629), (8.7940642, 46.1765529)];50
[(8.7940642, 46.1765529), (8.79395, 46.1765015), (8.7938627, 46.1765358), (8.793613, 46.1764524)];50
[(8.79132, 46.1755749), (8.7915298, 46.175669)];50
[(8.8063288, 46.174341), (8.8063201, 46.1744347), (8.8063562, 46.1747794), (8.8064477, 46.1754849), (8.8064837, 46.1755676), (8.8066195, 46.1757228), (8.8066976, 46.1758334)];30
[(8.7834882, 46.481842), (8.7833098, 46.4819629), (8.7830214, 46.4821392), (8.7827372, 46.4823015), (8.7824457, 46.4824554), (8.782118, 46.4826173), (8.780395, 46.4834069), (8.7800912, 46.4835511), (8.7797948, 46.483698), (8.7794712, 46.4838664), (8.7791853, 46.4840293), (8.7789843, 46.4841492), (8.778752, 46.4843001), (8.7785258, 46.4844532)];100
[(8.7832331, 46.481772), (8.7836421, 46.4814573), (8.7843504, 46.480866), (8.7849857, 46.4802317), (8.7855356, 46.4795373), (8.7866374, 46.4783835), (8.7874407, 46.4776193), (8.7878356, 46.4773164), (8.7883485, 46.4769691), (8.7890291, 46.4765972), (8.7894774, 46.4763972), (8.7912134, 46.4757219), (8.7921887, 46.4754274), (8.7929732, 46.4752594), (8.7935967, 46.4751265), (8.7946277, 46.4749623), (8.795664, 46.4748277), (8.7977068, 46.4746319), (8.7988231, 46.4745396), (8.7993111, 46.4745048), (8.7999597, 46.474478)];100
[(8.7784343, 46.4842879), (8.778849, 46.4840431), (8.7796334, 46.4836127), (8.7806188, 46.4831672), (8.7810089, 46.4829906), (8.7814017, 46.4828094), (8.7816692, 46.4826817), (8.7819397, 46.4825458), (8.7822079, 46.4824046), (8.7824641, 46.4822626), (8.7826448, 46.4821556), (8.7828237, 46.4820462), (8.7829972, 46.4819322), (8.7832331, 46.481772)];100
[(8.7722779, 46.4875981), (8.771951, 46.4876124), (8.7715944, 46.4876309), (8.7691993, 46.4877825), (8.7686711, 46.4878216), (8.7683797, 46.487849), (8.7681055, 46.4878812), (8.7678449, 46.4879175), (8.7675639, 46.4879657), (8.7672811, 46.4880213), (8.7670001, 46.4880787), (8.7666809, 46.4881501), (8.766445, 46.488213), (8.7656041, 46.4884514)];100
[(8.7722753, 46.4874368), (8.7725395, 46.4874259), (8.7727409, 46.4874109), (8.7729922, 46.4873854), (8.773182, 46.4873599)];100
[(8.7651176, 46.4884126), (8.7663974, 46.4880461), (8.7666859, 46.4879702), (8.7669639, 46.487904), (8.7672848, 46.4878358), (8.7675233, 46.4877888), (8.7677571, 46.4877491), (8.7680405, 46.4877114), (8.768319, 46.4876775), (8.7686216, 46.4876526), (8.7689194, 46.4876318), (8.7693123, 46.4876069), (8.7715829, 46.4874699), (8.7719481, 46.4874495), (8.7722753, 46.4874368)];100
[(8.7654414, 46.4884995), (8.765214, 46.4885703), (8.7650341, 46.4886191), (8.7648723, 46.4886611), (8.7646917, 46.4887047), (8.7645057, 46.488743), (8.7643257, 46.4887752), (8.7641411, 46.4888035), (8.7639632, 46.4888269), (8.7637628, 46.4888462), (8.7635805, 46.4888598), (8.7633855, 46.4888686), (8.7632046, 46.488876), (8.7630117, 46.4888771), (8.7628113, 46.4888746), (8.7626244, 46.4888679), (8.761501, 46.4888112), (8.7613139, 46.4888051), (8.7611193, 46.4888012), (8.7609367, 46.4888002), (8.7607552, 46.4888003), (8.7605647, 46.4888086), (8.7603765, 46.4888217), (8.7601683, 46.4888379), (8.759981, 46.4888623), (8.7597966, 46.4888895), (8.7596135, 46.48892), (8.7594306, 46.4889547), (8.7592508, 46.4889936), (8.759069, 46.489035), (8.7584542, 46.4891842)];100
[(8.7769933, 46.4857702), (8.7768511, 46.4858945), (8.7767316, 46.4859965), (8.7766128, 46.4860925), (8.776485, 46.4861897), (8.7763586, 46.4862798), (8.7762163, 46.4863749), (8.7760775, 46.4864629), (8.7759415, 46.4865466), (8.7757958, 46.4866298), (8.7756535, 46.4867052), (8.7754888, 46.486789), (8.7753349, 46.4868609), (8.775171, 46.4869349), (8.7750233, 46.4869965), (8.7748452, 46.4870649), (8.7746955, 46.4871219), (8.7745059, 46.4871834), (8.7743214, 46.4872427), (8.7741451, 46.4872937), (8.7740019, 46.4873315), (8.7738135, 46.4873788), (8.7736192, 46.4874211), (8.7734411, 46.4874568), (8.7732666, 46.4874866)];100
[(8.7785258, 46.4844532), (8.7781929, 46.4846943), (8.7779427, 46.4849052), (8.777573, 46.485219), (8.7769933, 46.4857702)];100
[(8.7766828, 46.4857876), (8.7770507, 46.4854132), (8.7772885, 46.485186), (8.7776242, 46.4849081), (8.7779953, 46.4846064), (8.7784343, 46.4842879)];100
[(8.9127918, 46.1524337), (8.9128389, 46.1524412), (8.9128797, 46.1524592), (8.9129095, 46.1524856), (8.9129248, 46.1525174), (8.9129238, 46.1525512), (8.9129065, 46.1525827), (8.9128749, 46.1526084), (8.9128326, 46.1526253), (8.912786, 46.1526312), (8.9127391, 46.1526263), (8.9126971, 46.152611), (8.9126647, 46.152587), (8.9126454, 46.152557), (8.9126412, 46.1525268), (8.9126503, 46.1524972), (8.912672, 46.1524708), (8.9127041, 46.1524503), (8.9127438, 46.1524374), (8.9127918, 46.1524337)];60
[(8.9126454, 46.152557), (8.9115251, 46.1527392), (8.9112091, 46.1527901), (8.9099934, 46.1529857), (8.9094212, 46.1530778), (8.9091538, 46.1531237), (8.9088948, 46.1531681), (8.9081138, 46.1533003)];60
[(8.7989962, 46.1772675), (8.7989841, 46.1772992), (8.7988732, 46.1774835), (8.7988902, 46.1775254), (8.7990443, 46.1775288), (8.7991505, 46.1775555), (8.7992541, 46.1776543), (8.7994549, 46.1777184)];50
[(8.8015595, 46.1776698), (8.8015972, 46.1777364), (8.8016193, 46.1778833), (8.8016676, 46.1779838), (8.801738, 46.1780416), (8.8017936, 46.1780764)];50
[(8.8024001, 46.1776812), (8.8024064, 46.1777047), (8.8024666, 46.1777332), (8.8025704, 46.1777551), (8.802674, 46.1777951), (8.802744, 46.1778421), (8.8028765, 46.177971), (8.80296, 46.1780287), (8.8029874, 46.178048), (8.8031079, 46.1781017), (8.8035708, 46.1782925), (8.8036961, 46.1783393)];50
[(8.801122, 46.1800664), (8.8011241, 46.1801336), (8.8011171, 46.1801712), (8.8010914, 46.1802092), (8.8010521, 46.1802228), (8.8009725, 46.1802439), (8.8007008, 46.1802764), (8.8004299, 46.180296), (8.8002284, 46.1802948)];50
[(8.8000558, 46.1802301), (8.7999903, 46.1802827), (8.7999904, 46.1803244), (8.8000177, 46.1803556)];50
[(8.7998368, 46.1806258), (8.7998151, 46.1806545), (8.7998106, 46.1806856), (8.7998674, 46.1807063), (8.8000375, 46.1807198), (8.8001122, 46.180728), (8.8002309, 46.1807451), (8.8003787, 46.180757), (8.8005568, 46.1807815), (8.8006296, 46.1808181), (8.8006923, 46.1808599), (8.8010661, 46.1811632), (8.8011716, 46.1812258), (8.8012719, 46.1812678), (8.8014149, 46.1812957), (8.8015655, 46.1813044), (8.8016608, 46.1812991), (8.8018666, 46.1812608), (8.8019946, 46.1812242), (8.8020924, 46.1812172), (8.8023985, 46.1812347)];50
[(8.7933145, 46.1778507), (8.7932809, 46.17784), (8.7931524, 46.1777822), (8.7929573, 46.177676), (8.7922588, 46.177433), (8.7916653, 46.1772045), (8.7915192, 46.1771488), (8.7913476, 46.1770986), (8.7912292, 46.1770701), (8.7911044, 46.1770516), (8.7909572, 46.1770501), (8.7908821, 46.1770424), (8.7907522, 46.1770218), (8.790579, 46.1769939), (8.7904772, 46.1769714), (8.7902857, 46.1769331)];30
[(8.7902857, 46.1769331), (8.7900423, 46.1768972), (8.7899523, 46.1768754)];50
[(8.7939188, 46.1781093), (8.7938492, 46.1781263), (8.7938034, 46.1781263), (8.7937628, 46.1781056), (8.793717, 46.1780738), (8.7936145, 46.1780232), (8.7935605, 46.1780139), (8.7935146, 46.1780327), (8.7935092, 46.1780644), (8.793555, 46.1781001), (8.7936846, 46.1781563), (8.7937466, 46.1781845), (8.7937622, 46.1782203), (8.7937736, 46.1782426), (8.7938087, 46.1782689), (8.7941568, 46.1784601), (8.7942081, 46.1784844), (8.7942269, 46.1785105), (8.7942108, 46.1785462), (8.7941515, 46.1785481), (8.7940974, 46.1785275), (8.7940596, 46.1785068), (8.7939194, 46.1784787), (8.7936348, 46.178441)];30
[(8.7937622, 46.1782203), (8.7937312, 46.1782377), (8.7934659, 46.1781696), (8.7931408, 46.1781523), (8.7931247, 46.1781509)];30
[(8.790579, 46.1769939), (8.7905034, 46.1770097), (8.7903518, 46.1770015), (8.7900486, 46.1769745), (8.7899864, 46.1769827), (8.7899514, 46.177015), (8.7899786, 46.1770582), (8.7900524, 46.1770853), (8.790309, 46.1771636), (8.7903557, 46.1771879), (8.7903596, 46.1772176), (8.7903246, 46.1772581), (8.7902546, 46.1772662), (8.7901574, 46.1772689), (8.7900524, 46.1772824), (8.7899747, 46.1772905), (8.7897842, 46.1772932), (8.7897259, 46.1773096), (8.7897166, 46.1773489), (8.7897336, 46.1773796), (8.7897918, 46.1773994), (8.7899552, 46.1774526), (8.7900486, 46.1774931), (8.7901846, 46.1775661), (8.790313, 46.1776389), (8.7904801, 46.1776984), (8.7905695, 46.1777227), (8.7905815, 46.1777601), (8.7905091, 46.1778053), (8.7901768, 46.1779495), (8.7899208, 46.1780543), (8.7897803, 46.1781115), (8.7896865, 46.1781502), (8.7896753, 46.1781548), (8.789547, 46.1781954), (8.7894381, 46.1782197), (8.7893845, 46.1782319), (8.7892904, 46.1782304), (8.7891466, 46.1782412), (8.7890183, 46.1782547), (8.7889287, 46.1782737), (8.7888277, 46.1782845), (8.7887888, 46.1782817)];30
[(8.7893845, 46.1782319), (8.7893822, 46.1782918), (8.7893978, 46.1783214), (8.7894445, 46.1783484), (8.7895294, 46.1783658), (8.7896045, 46.1783753), (8.789946, 46.1783674), (8.7899506, 46.1783681), (8.7900214, 46.1783786), (8.7900626, 46.1784026), (8.7901253, 46.1784459), (8.7901287, 46.1784483), (8.7902531, 46.1785673), (8.7903336, 46.178639), (8.7903763, 46.1786675), (8.7904241, 46.1786995), (8.7905251, 46.1787248), (8.7905631, 46.178722), (8.7906438, 46.1787081), (8.7906985, 46.1786684), (8.7907506, 46.1786074), (8.7908052, 46.1785645), (8.7908985, 46.178543), (8.7910696, 46.1785483), (8.7910804, 46.1785488), (8.7913355, 46.1785598), (8.7916107, 46.1785956), (8.7918977, 46.1786482), (8.7919781, 46.1786696), (8.7921271, 46.1787428)];30
[(8.7905815, 46.1777601), (8.7906769, 46.1777378), (8.7906955, 46.1777368), (8.7908207, 46.1777297), (8.7909997, 46.1777162), (8.7911001, 46.1777167), (8.7912275, 46.17774), (8.791589, 46.1778455), (8.7919867, 46.1779476), (8.7924615, 46.178089), (8.7927491, 46.1781835), (8.7928537, 46.1782369)];30
[(8.7988479, 46.1703586), (8.7985072, 46.1706347), (8.7975362, 46.1714778)];30
[(8.7903215, 46.1679799), (8.790036, 46.1679046), (8.7896664, 46.1678072), (8.7895745, 46.167792), (8.7895059, 46.1677806), (8.7893366, 46.1677526)];50
[(8.8072436, 46.1731941), (8.8072406, 46.173232), (8.807216, 46.1732777), (8.8071849, 46.1733081), (8.8071312, 46.1733464), (8.8070268, 46.173406), (8.8068561, 46.1734949), (8.806801, 46.1735418), (8.8067192, 46.1736372), (8.8066074, 46.1738245), (8.8065159, 46.1739667), (8.806403, 46.1741623), (8.8063764, 46.1742135), (8.8063288, 46.174341)];50
[(8.8229294, 46.1768562), (8.822949, 46.176884), (8.8229573, 46.1769012), (8.8229612, 46.1769261), (8.8229543, 46.1769504), (8.8229055, 46.1770473), (8.8226701, 46.1776464), (8.8224619, 46.1780866), (8.8222624, 46.1785941)];50
[(8.6088165, 46.5277329), (8.6084952, 46.5277356)];50
[(8.6814334, 46.5242891), (8.6814374, 46.524306), (8.6814534, 46.524323), (8.6814773, 46.5243348), (8.6815165, 46.5243436), (8.681578, 46.5243471), (8.6817232, 46.5243489), (8.681801, 46.5243474), (8.6819062, 46.5243365), (8.682029, 46.524311), (8.6823363, 46.5242341), (8.6825587, 46.5241691), (8.6827192, 46.5241296), (8.6828012, 46.5241163), (8.6829275, 46.5241048), (8.683074, 46.5240978), (8.6832019, 46.5241004), (8.6833639, 46.5241199), (8.6836912, 46.5241703), (8.6838324, 46.524219), (8.6839216, 46.5242663), (8.6839661, 46.5242976), (8.6839974, 46.5243272), (8.6840315, 46.5243702)];50
[(8.653783, 46.5228512), (8.6535575, 46.5227266), (8.6533505, 46.5226276), (8.6533163, 46.5226153), (8.6532792, 46.5226073), (8.6532494, 46.5226027), (8.6531974, 46.5225981), (8.6527908, 46.5225741), (8.6526929, 46.5225737), (8.6526008, 46.5225753), (8.6523043, 46.5225923), (8.6521685, 46.5225967), (8.6520876, 46.5225939), (8.6519702, 46.5225859), (8.6518639, 46.5225814), (8.6517948, 46.5225826), (8.6517424, 46.5225866), (8.6516953, 46.5225931), (8.6514974, 46.5226287), (8.6511154, 46.5227103), (8.65092, 46.5227491), (8.6506426, 46.5227908), (8.6502849, 46.5228351), (8.6501816, 46.5228484)];50
[(8.6124183, 46.528592), (8.6114425, 46.5287164), (8.6111205, 46.5287563), (8.6109282, 46.5287824), (8.61066, 46.5288174), (8.6104, 46.5288521), (8.6099681, 46.5289098), (8.6099091, 46.5289177), (8.6097438, 46.5289395), (8.6094603, 46.5289768), (8.6094048, 46.5289841), (8.6092927, 46.5289994), (8.6092117, 46.5290093), (8.6090369, 46.5290338), (8.6090198, 46.5290367), (8.6088907, 46.5290586), (8.6087353, 46.5290844)];50
[(8.6356615, 46.5263389), (8.6356085, 46.5263563), (8.6355448, 46.526373), (8.6354753, 46.5263848), (8.6354063, 46.5263932), (8.6348266, 46.5264365), (8.6347621, 46.5264421), (8.6347123, 46.5264517), (8.6346642, 46.5264624), (8.6346183, 46.5264766), (8.6345588, 46.5264978), (8.6344959, 46.5265259), (8.6344401, 46.5265539), (8.6343442, 46.5266091), (8.6342857, 46.5266421), (8.6342284, 46.5266698), (8.6341745, 46.5266924), (8.6341206, 46.5267096), (8.6340454, 46.5267285), (8.633976, 46.5267434), (8.6338757, 46.5267587), (8.633697, 46.5267831), (8.6335147, 46.526809), (8.6334316, 46.5268221), (8.6333685, 46.5268347), (8.6333118, 46.526849), (8.6332551, 46.5268678), (8.6332157, 46.526882), (8.6331641, 46.5269055), (8.632762, 46.5270899), (8.6322524, 46.5273384), (8.6320881, 46.5274139), (8.6319795, 46.5274627), (8.6319156, 46.5274844), (8.6318469, 46.5275028), (8.6315434, 46.5275691), (8.6315012, 46.5275808), (8.6314584, 46.5275945), (8.6314189, 46.5276086), (8.6313809, 46.5276253), (8.631342, 46.5276444), (8.6313032, 46.527666), (8.6309526, 46.52789), (8.6308491, 46.527957), (8.6308314, 46.5279662), (8.6308059, 46.5279754), (8.6307829, 46.5279797), (8.6307644, 46.5279799), (8.630746, 46.5279769), (8.6307281, 46.52797), (8.6307161, 46.5279615), (8.6307058, 46.52795), (8.630702, 46.5279367), (8.630707, 46.52792), (8.6307173, 46.5279052), (8.6307355, 46.5278895), (8.630807, 46.5278392), (8.6309204, 46.5277625), (8.6310106, 46.5276938), (8.6310727, 46.527639), (8.6311164, 46.5275918), (8.6311555, 46.5275431), (8.631209, 46.5274604), (8.6313292, 46.5272416), (8.631376, 46.5271697), (8.6315066, 46.5270015), (8.6316484, 46.5268363), (8.6316885, 46.5267927), (8.6317354, 46.5267491), (8.6317951, 46.5267099), (8.6318893, 46.5266612), (8.6320889, 46.5265475), (8.6325575, 46.5262769), (8.6326592, 46.526219), (8.6327327, 46.5261628), (8.6329239, 46.5259798), (8.6330241, 46.5258761)];80
[(8.7084924, 46.5165694), (8.7081805, 46.5167277), (8.7070649, 46.517274), (8.7066591, 46.517477), (8.7064617, 46.5175719), (8.706282, 46.5176388), (8.706007, 46.5177319), (8.7059208, 46.5177591), (8.705846, 46.5177752), (8.7057781, 46.5177829), (8.7056516, 46.5177911), (8.7054122, 46.5177932), (8.7053588, 46.5177986), (8.7053118, 46.5178085), (8.705248, 46.5178308), (8.7051474, 46.5178811), (8.70479, 46.5180953), (8.7046647, 46.5181567), (8.7045495, 46.5182059), (8.7043902, 46.518263), (8.7040559, 46.5183654), (8.7032708, 46.5186093), (8.7031885, 46.5186258), (8.7030861, 46.5186344), (8.7028738, 46.5186472), (8.7026983, 46.5186613), (8.7026322, 46.5186689), (8.7025692, 46.5186834), (8.7024991, 46.5187076), (8.7023919, 46.5187544), (8.7020162, 46.5189587), (8.7018106, 46.5190843), (8.7015376, 46.5192246), (8.7014777, 46.519261), (8.7013848, 46.5193321), (8.7012667, 46.5194386), (8.7012034, 46.5194784), (8.7011428, 46.519505), (8.701085, 46.5195202), (8.7010219, 46.5195272), (8.7009534, 46.5195249), (8.7008704, 46.5195099), (8.700693, 46.5194656), (8.7006059, 46.5194518), (8.7004512, 46.5194381), (8.7003552, 46.5194356), (8.6999496, 46.5194458), (8.6998171, 46.5194522), (8.6997083, 46.5194658), (8.6996077, 46.5194799), (8.6994292, 46.5195159), (8.6992155, 46.5195707), (8.6991156, 46.5195901), (8.6990583, 46.5195982), (8.6989931, 46.5196017), (8.6989152, 46.5195974), (8.6983209, 46.5195279), (8.6982359, 46.5195216), (8.6981866, 46.5195208), (8.6980953, 46.5195247), (8.6979785, 46.5195351)];80
[(8.7138878, 46.5142527), (8.7139573, 46.5141683), (8.7140292, 46.5140693), (8.7140889, 46.513986), (8.7141286, 46.513936), (8.7141601, 46.5139071), (8.7141961, 46.5138814), (8.7142435, 46.5138567), (8.7143074, 46.5138298), (8.7143599, 46.5138151), (8.7145639, 46.5137732), (8.7147633, 46.5137481), (8.7148461, 46.5137452), (8.7149135, 46.5137558), (8.7150062, 46.5137771), (8.7154947, 46.5139114), (8.7155818, 46.5139278)];50
[(8.7778706, 46.4949294), (8.7780005, 46.4948887), (8.7780753, 46.4948553), (8.7781567, 46.4948129), (8.778238, 46.4947442), (8.7783063, 46.4946683), (8.7784021, 46.4945536), (8.7784546, 46.4944849), (8.7784966, 46.4944433), (8.7785517, 46.494409), (8.7786987, 46.4943485), (8.7787433, 46.4943251)];50
[(8.712283, 46.5148093), (8.7123763, 46.5148001), (8.7124634, 46.5147887), (8.7125258, 46.5147791), (8.7125839, 46.5147761), (8.7126716, 46.5147775), (8.7127102, 46.5147743), (8.7127497, 46.5147656), (8.7128149, 46.5147416), (8.7128953, 46.514706)];50
[(8.7787433, 46.4943251), (8.778851, 46.4943496), (8.7788963, 46.4943584), (8.7789389, 46.4943643), (8.7789763, 46.4943684), (8.7790222, 46.4943697), (8.7790616, 46.4943697), (8.7790918, 46.4943634), (8.7791484, 46.4943372), (8.7793625, 46.4942528), (8.7797495, 46.4941064), (8.7798679, 46.494053), (8.7799459, 46.4940147), (8.7799888, 46.4939977), (8.78002, 46.4939949), (8.7800531, 46.4939996)];50
[(8.6979785, 46.5195351), (8.6977298, 46.5195582), (8.6975397, 46.5195703), (8.6971753, 46.5195804), (8.6971036, 46.5195886), (8.6970438, 46.519601), (8.6969631, 46.5196262), (8.6968155, 46.5196778), (8.6965929, 46.5197426)];50
[(8.7633414, 46.4950068), (8.763383, 46.4950188), (8.763435, 46.4950209), (8.7635698, 46.494999), (8.7637122, 46.4949606), (8.7638649, 46.4949095)];50
[(8.7800531, 46.4939996), (8.7800893, 46.4939776), (8.7801055, 46.493961), (8.7801703, 46.4938946), (8.7803363, 46.4936999), (8.7803598, 46.4936798), (8.7803862, 46.4936677), (8.7804282, 46.4936532), (8.7805828, 46.4936159), (8.7806127, 46.4936105), (8.7806546, 46.4936071), (8.7807208, 46.4936071), (8.7808745, 46.4936088), (8.7810114, 46.4936052), (8.7811616, 46.4935913)];50
[(8.7801055, 46.493961), (8.7801951, 46.4939411), (8.7804258, 46.4939055), (8.7805009, 46.4938994), (8.7805762, 46.4938992), (8.780642, 46.4939027), (8.7807862, 46.4939219), (8.7810934, 46.493963), (8.7811732, 46.4939748), (8.7812188, 46.4939783), (8.7812445, 46.4939769), (8.7812814, 46.4939725), (8.7814525, 46.4939337), (8.7816291, 46.4938955)];50
[(8.7121218, 46.5150126), (8.7120797, 46.5150597), (8.712049, 46.5150887)];50
[(8.7815326, 46.4935453), (8.7815572, 46.4935338), (8.7816226, 46.4935034), (8.781794, 46.4934235), (8.7818927, 46.4933883), (8.7823634, 46.4932124)];50
[(8.7647344, 46.494749), (8.7648211, 46.49475), (8.7649385, 46.4947412), (8.7652512, 46.4946858), (8.7656406, 46.4946201), (8.7660263, 46.4945788), (8.7662411, 46.4945691), (8.7666517, 46.4945505), (8.7668913, 46.4945299), (8.7671347, 46.494477), (8.7674549, 46.4943919), (8.7676515, 46.4943571), (8.7678949, 46.494343), (8.7686644, 46.4943159), (8.7691362, 46.4942914), (8.7692973, 46.4943069), (8.7694658, 46.4943713), (8.7697335, 46.4944796), (8.7700612, 46.4945311), (8.7707359, 46.4945469), (8.7715091, 46.4946289), (8.77184, 46.4946508), (8.7721313, 46.4946399), (8.7724702, 46.4946034), (8.7726635, 46.4946071), (8.7728568, 46.4946453), (8.7731772, 46.4948331), (8.7732862, 46.4948625)];80
[(8.7829282, 46.4904409), (8.7830341, 46.4904475), (8.7831579, 46.4904693), (8.7832218, 46.4904806), (8.7832994, 46.4904876), (8.7833602, 46.4904869), (8.7834351, 46.4904806), (8.7835295, 46.4904638), (8.7836806, 46.4904256), (8.7837689, 46.4904105), (8.7838062, 46.490413), (8.7838458, 46.4904243), (8.7838805, 46.4904405), (8.7839093, 46.4904658), (8.7839304, 46.4904952), (8.7839431, 46.4905271), (8.7839522, 46.4905664), (8.7839642, 46.4906097), (8.7839856, 46.4906421), (8.7840137, 46.4906646), (8.7840438, 46.4906768), (8.7840871, 46.4906856), (8.7841362, 46.4906893), (8.7842445, 46.4906819), (8.7844732, 46.4906638), (8.7845923, 46.490642), (8.7848245, 46.4905856), (8.7848992, 46.4905704), (8.7849808, 46.49056), (8.7851307, 46.4905471), (8.7853677, 46.4905349), (8.7854234, 46.4905342), (8.7854669, 46.4905387), (8.7854937, 46.4905447), (8.7855291, 46.4905577), (8.7855636, 46.4905754), (8.7856104, 46.4906057), (8.7857453, 46.49071), (8.7858454, 46.4907923), (8.7860239, 46.4909177), (8.7860589, 46.4909365), (8.7860897, 46.4909454), (8.7861136, 46.4909444), (8.7861334, 46.4909362), (8.7861482, 46.4909248), (8.7861561, 46.4909091), (8.7861524, 46.4908967), (8.7861352, 46.49088), (8.7861027, 46.4908623), (8.7859355, 46.4907883), (8.785897, 46.4907644), (8.7858669, 46.4907429), (8.7858333, 46.4907103), (8.7857381, 46.4906078), (8.7856643, 46.4905169), (8.7856259, 46.4904803), (8.785593, 46.4904543), (8.7855621, 46.4904388), (8.7855199, 46.490425), (8.7852613, 46.490377), (8.7851686, 46.4903615), (8.7851087, 46.4903576), (8.7850516, 46.4903583), (8.7849747, 46.4903694), (8.7847511, 46.4904109), (8.7846969, 46.4904153), (8.7846568, 46.4904143), (8.7846075, 46.4904094), (8.7845597, 46.4903988), (8.7844979, 46.4903756), (8.7844454, 46.4903447), (8.7844073, 46.4903049), (8.7843869, 46.4902571), (8.7843408, 46.4901583), (8.7843219, 46.4901303), (8.7842974, 46.4901086), (8.7842513, 46.4900862), (8.7841636, 46.4900518), (8.7839969, 46.4900031), (8.783793, 46.4899608), (8.7835628, 46.4899224), (8.7831244, 46.489907), (8.7830861, 46.4899056), (8.7827535, 46.4898811), (8.7826542, 46.4898721), (8.7825634, 46.489854), (8.7824889, 46.4898339), (8.782434, 46.4898205), (8.782375, 46.4898133), (8.7823091, 46.4898138), (8.782215, 46.4898302), (8.7821775, 46.4898345), (8.7821504, 46.4898289), (8.782133, 46.4898157), (8.782133, 46.4897972), (8.7821454, 46.4897798), (8.7821684, 46.4897707), (8.7821987, 46.4897666), (8.7823586, 46.4897687), (8.7826072, 46.489783), (8.7827737, 46.4897797), (8.7829254, 46.4897693), (8.783165, 46.4897502), (8.7833068, 46.4897282), (8.7834898, 46.4896962), (8.7836228, 46.489678), (8.783736, 46.4896714), (8.7839141, 46.4896671), (8.7841289, 46.4896694), (8.7842699, 46.489675), (8.7843461, 46.489685)];80
